Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTPDP,500700,868574042913991,,20260102001738,00BC$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,23,2577.2,-74.185108,4.591734,20260102004512,732,101,138A,60E59E9,4,12,17028.2,1256:08:45,,,100,110000,,,,20260102004745,00BD$
+RESP:GTPDP,500700,868574042913991,,20260102011748,00BE$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,23,2577.2,-74.185108,4.591734,20260102014528,732,101,138A,60E59E9,4,12,17028.2,1256:08:45,,,100,110000,,,,20260102014754,00BF$
+RESP:GTPDP,500700,868574042913991,,20260102021757,00C0$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,23,2577.2,-74.185108,4.591734,20260102024532,732,101,138A,60E59E9,4,12,17028.2,1256:08:45,,,100,110000,,,,20260102024804,00C1$
+RESP:GTPDP,500700,868574042913991,,20260102034447,00C2$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,23,2577.2,-74.185108,4.591734,20260102034546,732,101,138A,60E59E9,4,12,17028.2,1256:08:45,,,100,110000,,,,20260102034813,00C3$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,23,2577.2,-74.185108,4.591734,20260102044601,732,101,138A,60E59E9,4,12,17028.2,1256:08:45,,,100,110000,,,,20260102044823,00C4$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,23,2577.2,-74.185108,4.591734,20260102054612,732,101,138A,60E59E9,4,12,17028.2,1256:08:45,,,100,110000,,,,20260102054833,00C5$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,23,2577.2,-74.185108,4.591734,20260102064611,732,101,138A,60E59E9,4,12,17028.2,1256:08:45,,,100,110000,,,,20260102064842,00C6$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,23,2577.2,-74.185108,4.591734,20260102074630,732,101,138A,60E59E9,4,10,17028.2,1256:08:45,,,100,110000,,,,20260102074852,00C7$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,23,2577.2,-74.185108,4.591734,20260102084630,732,101,138A,60E59E9,4,12,17028.2,1256:08:45,,,100,110000,,,,20260102084901,00C8$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,23,2577.2,-74.185108,4.591734,20260102094643,732,101,138A,60E59E9,4,12,17028.2,1256:08:45,,,100,110000,,,,20260102094911,00C9$
+RESP:GTIGN,500700,868574042913991,,147613,0,0,23,2577.2,-74.185108,4.591734,20260102094643,732,101,138A,60E59E9,6,220100,12,1256:08:45,17028.2,20260102104259,00CA$,,,,,,,,
+RESP:GTSTT,500700,868574042913991,,22,0,0,23,2577.2,-74.185108,4.591734,20260102094643,732,101,138A,60E59E9,6,220100,12,20260102104259,00CB$,,,,,,,,,,
+RESP:GTIGL,500700,868574042913991,,,1,1,1,0.3,23,2432,-74.185368,4.591088,20260102104315,732,101,138A,60E59E9,4,8,17028.3,20260102104316,00CC$,,,,,,,,
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0.3,23,2432,-74.185368,4.591088,20260102104315,732,101,138A,60E59E9,4,8,17028.3,1256:09:00,,,100,220100,,,,20260102104316,00CD$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,23,2577.6,-74.185093,4.59162,20260102104410,732,101,138A,60E59E9,4,12,17028.4,1256:10:00,,,100,220100,,,,20260102104415,00CE$
+RESP:GTSTT,500700,868574042913991,,21,0,0,23,2577.6,-74.185093,4.59162,20260102104440,732,101,138A,60E59E9,6,210100,12,20260102104444,00CF$,,,,,,,,,,
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,23,2577.6,-74.185093,4.59162,20260102104510,732,101,138A,60E59E9,4,12,17028.4,1256:11:00,,,100,210100,,,,20260102104515,00D0$
+RESP:GTSTT,500700,868574042913991,,22,0,0,23,2577.6,-74.185093,4.59162,20260102104540,732,101,138A,60E59E9,6,220100,12,20260102104541,00D1$,,,,,,,,,,
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,23,2577.6,-74.185093,4.59162,20260102104610,732,101,138A,60E59E9,4,12,17028.4,1256:12:00,,,100,220100,,,,20260102104615,00D2$
+RESP:GTFRI,500700,868574042913991,,,11,1,1,9.2,278,2581.6,-74.18516,4.591655,20260102104640,732,101,13AB,67C3F11,4,12,17028.4,1256:12:25,,,100,220100,,,,20260102104641,00D3$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,13.3,241,2578.5,-74.186172,4.591594,20260102104710,732,101,138A,60E2799,4,12,17028.5,1256:13:00,,,100,220100,,,,20260102104715,00D4$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,244,2580.2,-74.186884,4.591256,20260102104810,732,101,138A,60E2799,4,12,17028.6,1256:14:00,,,100,220100,,,,20260102104815,00D5$
+RESP:GTSTT,500700,868574042913991,,21,0,0,244,2580.2,-74.186884,4.591256,20260102104834,732,101,138A,60E2799,6,210100,12,20260102104837,00D6$,,,,,,,,,,
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,244,2580.2,-74.186884,4.591256,20260102104910,732,101,138A,60E2799,4,12,17028.6,1256:15:00,,,100,210100,,,,20260102104915,00D7$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,244,2580.2,-74.186884,4.591256,20260102105010,732,101,138A,60E2799,4,12,17028.6,1256:16:00,,,100,210100,,,,20260102105015,00D8$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,244,2580.2,-74.186884,4.591256,20260102105110,732,101,138A,60E2799,4,12,17028.6,1256:17:00,,,100,210100,,,,20260102105115,00D9$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,244,2580.2,-74.186884,4.591256,20260102105210,732,101,138A,60E2799,4,12,17028.6,1256:18:00,,,100,210100,,,,20260102105215,00DA$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,244,2580.2,-74.186884,4.591256,20260102105310,732,101,138A,60E2799,4,12,17028.6,1256:19:00,,,100,210100,,,,20260102105315,00DB$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,244,2580.2,-74.186884,4.591256,20260102105410,732,101,138A,60E2799,4,12,17028.6,1256:20:00,,,100,210100,,,,20260102105415,00DC$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,244,2580.2,-74.186884,4.591256,20260102105510,732,101,138A,60E2799,4,12,17028.6,1256:21:00,,,100,210100,,,,20260102105515,00DD$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,244,2580.2,-74.186884,4.591256,20260102105610,732,101,138A,60E2799,4,12,17028.6,1256:22:00,,,100,210100,,,,20260102105615,00DE$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,244,2580.2,-74.186884,4.591256,20260102105710,732,101,138A,60E2799,4,12,17028.6,1256:23:00,,,100,210100,,,,20260102105715,00DF$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,244,2580.2,-74.186884,4.591256,20260102105810,732,101,138A,60E2799,4,12,17028.6,1256:24:00,,,100,210100,,,,20260102105815,0$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,244,2580.2,-74.186884,4.591256,20260102105910,732,101,138A,60E2799,4,12,17028.6,1256:25:00,,,100,210100,,,,20260102105915,0$
+RESP:GTSTT,500700,868574042913991,,22,0,0,244,2580.2,-74.186884,4.591256,20260102110001,732,101,138A,60E2799,6,220100,12,20260102110004,0$,,,,,,,,,,
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,244,2580,-74.186884,4.591252,20260102110010,732,101,138A,60E2799,4,12,17028.6,1256:26:00,,,100,220100,,,,20260102110015,0$
+RESP:GTFRI,500700,868574042913991,,,11,1,1,3.3,301,2580.4,-74.186895,4.591266,20260102110034,732,101,138A,60E2799,4,12,17028.6,1256:26:20,,,100,220100,,,,20260102110035,0$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,6.1,336,2570.9,-74.187253,4.591804,20260102110110,732,101,138A,60E8CB8,4,12,17028.7,1256:27:00,,,100,220100,,,,20260102110115,0$
+RESP:GTFRI,500700,868574042913991,,,11,1,1,9.8,0,2577,-74.187705,4.592785,20260102110155,732,101,138A,60E8CB8,4,12,17028.8,1256:27:40,,,100,220100,,,,20260102110156,0$
+RESP:GTFRI,500700,868574042913991,,,11,1,1,14.9,52,2577.1,-74.187544,4.592877,20260102110201,732,101,138A,60E8CB8,4,12,17028.8,1256:27:45,,,100,220100,,,,20260102110202,0$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,23.6,62,2577.3,-74.187124,4.593093,20260102110210,732,101,138A,60E8D97,4,12,17028.9,1256:28:00,,,100,220100,,,,20260102110215,0$
+RESP:GTFRI,500700,868574042913991,,,11,1,1,18.8,2,2579.7,-74.18478,4.594457,20260102110255,732,101,13AB,67C3F11,4,12,17029.1,1256:28:40,,,100,220100,,,,20260102110256,0$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,24.1,333,2573.4,-74.185152,4.595211,20260102110310,732,101,13AB,67C3F11,4,12,17029.3,1256:29:00,,,100,220100,,,,20260102110315,00EA$
+RESP:GTFRI,500700,868574042913991,,,11,1,1,13.1,26,2575.5,-74.185294,4.595669,20260102110358,732,101,13AB,67C3F12,4,12,17029.3,1256:29:40,,,100,220100,,,,20260102110359,00EB$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,35.1,69,2577,-74.184546,4.595981,20260102110410,732,101,13AB,67C3F12,4,12,17029.4,1256:30:00,,,100,220100,,,,20260102110415,00EC$
+RESP:GTFRI,500700,868574042913991,,,11,1,1,36.7,75,2579.7,-74.182907,4.59658,20260102110428,732,101,13AB,67C3F10,4,12,17029.6,1256:30:10,,,100,220100,,,,20260102110429,00ED$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,26.2,87,2576.8,-74.179155,4.596777,20260102110510,732,101,13AB,67C33B7,4,12,17030,1256:31:00,,,100,220100,,,,20260102110515,00EE$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,23.5,97,2572.4,-74.17603,4.596697,20260102110610,732,101,13AB,67C8490,4,12,17030.4,1256:32:00,,,100,220100,,,,20260102110615,00EF$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,25.1,97,2574.1,-74.171964,4.596091,20260102110710,732,101,13AB,67C33B5,4,12,17030.8,1256:33:00,,,100,220100,,,,20260102110715,00F0$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,34.1,90,2580.3,-74.16744,4.595662,20260102110810,732,101,13AB,67CC1D3,4,12,17031.3,1256:34:00,,,100,220100,,,,20260102110815,00F1$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,19.9,90,2585.4,-74.162795,4.595636,20260102110910,732,101,13AB,67C2C4C,4,12,17031.9,1256:35:00,,,100,220100,,,,20260102110915,00F2$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,20,83,2577.7,-74.158662,4.596,20260102111010,732,101,13AB,67CE134,4,12,17032.3,1256:36:00,,,100,220100,,,,20260102111015,00F3$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,30.4,85,2577.9,-74.155961,4.59625,20260102111110,732,101,13AB,67C7A32,4,12,17032.6,1256:37:00,,,100,220100,,,,20260102111115,00F4$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,24.4,110,2581.5,-74.152426,4.595733,20260102111210,732,101,13AB,67C22BF,4,12,17033,1256:38:00,,,100,220100,,,,20260102111215,00F5$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,31.7,97,2582.1,-74.147924,4.595055,20260102111310,732,101,1389,3E82FCC,4,12,17033.5,1256:39:00,,,100,220100,,,,20260102111315,00F6$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,39.9,83,2580.8,-74.143129,4.59543,20260102111410,732,101,1389,3E845D3,4,12,17034.1,1256:40:00,,,100,220100,,,,20260102111415,00F7$
+RESP:GTFRI,500700,868574042913991,,,11,1,1,14.7,143,2583,-74.141066,4.595364,20260102111455,732,101,1389,3E89A2D,4,12,17034.3,1256:40:40,,,100,220100,,,,20260102111456,00F8$
