Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,109,2592.7,-74.185009,4.591708,20260201001937,732,101,138A,60E59E9,4,12,18837.1,1378:17:29,,,100,110000,,,,20260201002209,4AB1$
+RESP:GTPDP,500700,868574042913991,,20260201005211,4AB2$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,109,2592.7,-74.185009,4.591708,20260201011951,732,101,138A,60E59E9,4,12,18837.1,1378:17:29,,,100,110000,,,,20260201012218,4AB3$
+RESP:GTPDP,500700,868574042913991,,20260201015221,4AB4$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,109,2592.7,-74.185009,4.591708,20260201021956,732,101,138A,60E59E9,4,11,18837.1,1378:17:29,,,100,110000,,,,20260201022228,4AB5$
+RESP:GTPDP,500700,868574042913991,,20260201025231,4AB6$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,109,2592.7,-74.185009,4.591708,20260201032011,732,101,138A,60E59E9,4,11,18837.1,1378:17:29,,,100,110000,,,,20260201032238,4AB7$
+RESP:GTPDP,500700,868574042913991,,20260201035241,4AB8$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,109,2592.7,-74.185009,4.591708,20260201042026,732,101,138A,60E59E9,4,10,18837.1,1378:17:29,,,100,110000,,,,20260201042247,4AB9$
+RESP:GTPDP,500700,868574042913991,,20260201045251,4ABA$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,109,2592.7,-74.185009,4.591708,20260201052026,732,101,138A,60E59E9,4,12,18837.1,1378:17:29,,,100,110000,,,,20260201052257,4ABB$
+RESP:GTPDP,500700,868574042913991,,20260201055300,4ABC$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,109,2592.7,-74.185009,4.591708,20260201062102,732,101,138A,60E59E9,4,12,18837.1,1378:17:29,,,100,110000,,,,20260201062306,4ABD$
+RESP:GTPDP,500700,868574042913991,,20260201065310,4ABE$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,109,2592.7,-74.185009,4.591708,20260201072051,732,101,138A,60E59E9,4,12,18837.1,1378:17:29,,,100,110000,,,,20260201072316,4ABF$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,109,2592.7,-74.185009,4.591708,20260201082053,732,101,138A,60E59E9,4,12,18837.1,1378:17:29,,,100,110000,,,,20260201082326,4AC0$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,109,2592.7,-74.185009,4.591708,20260201092109,732,101,138A,60E59E9,4,12,18837.1,1378:17:29,,,100,110000,,,,20260201092335,4AC1$
+RESP:GTFRI,500700,868574042913991,,,10,1,1,0,109,2592.7,-74.185009,4.591708,20260201102112,732,101,138A,60E59E9,4,11,18837.1,1378:17:29,,,100,110000,,,,20260201102345,4AC2$
