Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTPDP,500700,868574042918081,,20260301001529,9D87$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,229,2692.9,-73.684175,5.143547,20260301004357,732,101,100C,F0F5,4,12,54239.9,3634:42:25,,,100,110000,,,,20260301004538,9D88$
+RESP:GTPDP,500700,868574042918081,,20260301011540,9D89$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTPDP,500700,868574042918081,,20260301014556,9D8B$,,,,,,,,,,,,,,,,,,,,,,,,,
+BUFF:GTFRI,500700,868574042918081,,,10,1,1,0,229,2692.9,-73.684175,5.143547,20260301014314,732,101,100C,F0F5,4,12,54239.9,3634:42:25,,,100,110000,,,,20260301014549,9D8A$
+RESP:GTPDP,500700,868574042918081,,20260301021900,9D8C$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,229,2692.9,-73.684175,5.143547,20260301024332,732,101,100C,F0F5,4,12,54239.9,3634:42:25,,,100,110000,,,,20260301024601,9D8D$
+RESP:GTPDP,500700,868574042918081,,20260301031604,9D8E$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,229,2692.9,-73.684175,5.143547,20260301034337,732,101,100C,F0F5,4,12,54239.9,3634:42:25,,,100,110000,,,,20260301034612,9D8F$
+RESP:GTPDP,500700,868574042918081,,20260301041614,9D90$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,229,2692.9,-73.684175,5.143547,20260301044355,732,101,100C,F0F5,4,12,54239.9,3634:42:25,,,100,110000,,,,20260301044623,9D91$
+RESP:GTPDP,500700,868574042918081,,20260301051626,9D92$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTPDP,500700,868574042918081,,20260301054709,9D94$,,,,,,,,,,,,,,,,,,,,,,,,,
+BUFF:GTFRI,500700,868574042918081,,,10,1,1,0,229,2692.9,-73.684175,5.143547,20260301054401,732,101,100C,F0F5,4,12,54239.9,3634:42:25,,,100,110000,,,,20260301054635,9D93$
+RESP:GTPDP,500700,868574042918081,,20260301062014,9D95$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,229,2692.9,-73.684175,5.143547,20260301064417,732,101,100C,F0F5,4,12,54239.9,3634:42:25,,,100,110000,,,,20260301064646,9D96$
+RESP:GTPDP,500700,868574042918081,,20260301071709,9D97$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,229,2692.9,-73.684175,5.143547,20260301074423,732,101,100C,F0F5,4,12,54239.9,3634:42:25,,,100,110000,,,,20260301074658,9D98$
+RESP:GTPDP,500700,868574042918081,,20260301081700,9D99$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,229,2692.9,-73.684175,5.143547,20260301084440,732,101,100C,F0F5,4,12,54239.9,3634:42:25,,,100,110000,,,,20260301084709,9D9A$
+RESP:GTPDP,500700,868574042918081,,20260301091711,9D9B$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,229,2692.9,-73.684175,5.143547,20260301094447,732,101,100C,F0F5,4,12,54239.9,3634:42:25,,,100,110000,,,,20260301094721,9D9C$
+RESP:GTPDP,500700,868574042918081,,20260301101723,9D9D$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,229,2692.9,-73.684175,5.143547,20260301104503,732,101,100C,F0F5,4,12,54239.9,3634:42:25,,,100,110000,,,,20260301104733,9D9E$
+RESP:GTPDP,500700,868574042918081,,20260301111735,9D9F$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTPDP,500700,868574042918081,,20260301114745,9DA1$,,,,,,,,,,,,,,,,,,,,,,,,,
+BUFF:GTFRI,500700,868574042918081,,,10,1,1,0,229,2692.9,-73.684175,5.143547,20260301114510,732,101,100C,F0F5,4,12,54239.9,3634:42:25,,,100,110000,,,,20260301114744,9DA0$
+RESP:GTPDP,500700,868574042918081,,20260301122119,9DA2$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,229,2692.9,-73.684175,5.143547,20260301124527,732,101,100C,F0F5,4,12,54239.9,3634:42:25,,,100,110000,,,,20260301124756,9DA3$
+RESP:GTPDP,500700,868574042918081,,20260301131758,9DA4$,,,,,,,,,,,,,,,,,,,,,,,,,
