Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTPDP,500700,868574042784426,,20260601000921,CFC5$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042784426,,,10,1,1,0,190,1004,-74.596205,5.070665,20260601003704,732,101,1A93,6108BFD,4,11,34393,3271:00:33,,,95,110000,,,,20260601003927,CFC6$
+RESP:GTPDP,500700,868574042784426,,20260601010930,CFC7$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042784426,,,10,1,1,0,190,1004,-74.596205,5.070665,20260601013721,732,101,1A93,6108BFD,4,12,34393,3271:00:33,,,95,110000,,,,20260601013937,CFC8$
+RESP:GTPDP,500700,868574042784426,,20260601020942,CFC9$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042784426,,,10,1,1,0,190,1004,-74.596205,5.070665,20260601023759,732,101,1A93,6108BFD,4,10,34393,3271:00:33,,,95,110000,,,,20260601023946,CFCA$
+RESP:GTPDP,500700,868574042784426,,20260601031939,CFCB$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042784426,,,10,1,1,0,190,1004,-74.596205,5.070665,20260601033735,732,101,1A93,6108BFD,4,12,34393,3271:00:33,,,95,110000,,,,20260601033956,CFCC$
+RESP:GTPDP,500700,868574042784426,,20260601040958,CFCD$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042784426,,,10,1,1,0,190,1004,-74.596205,5.070665,20260601043750,732,101,1A93,6108BFD,4,12,34393,3271:00:33,,,95,110000,,,,20260601044006,CFCE$
+RESP:GTPDP,500700,868574042784426,,20260601051010,CFCF$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042784426,,,10,1,1,0,190,1004,-74.596205,5.070665,20260601053752,732,101,1A93,6108BFD,4,12,34393,3271:00:33,,,95,110000,,,,20260601054015,CFD0$
+RESP:GTPDP,500700,868574042784426,,20260601061018,CFD1$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042784426,,,10,1,1,0,190,1004,-74.596205,5.070665,20260601063808,732,101,1A93,6108BFD,4,12,34393,3271:00:33,,,95,110000,,,,20260601064025,CFD2$
+RESP:GTPDP,500700,868574042784426,,20260601071027,CFD3$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042784426,,,10,1,1,0,190,1004,-74.596205,5.070665,20260601073813,732,101,1A93,6108BFD,4,12,34393,3271:00:33,,,95,110000,,,,20260601074034,CFD4$
+RESP:GTPDP,500700,868574042784426,,20260601081039,CFD5$,,,,,,,,,,,,,,,,,,,,,,,,,
