Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTIGN,500700,868574042900006,,970,0,0,34,2620.2,-77.26799,1.22261,20260127234428,732,101,2EEA,9369D4F,6,220100,12,2806:22:27,52182.1,20260128000035,29F6$,,,,,,,,
+RESP:GTSTT,500700,868574042900006,,22,0,0,34,2620.2,-77.26799,1.22261,20260127234428,732,101,2EEA,9369D4F,6,220100,12,20260128000035,29F7$,,,,,,,,,,
+RESP:GTIGL,500700,868574042900006,,,1,1,1,0,34,2637.9,-77.267956,1.222525,20260128000042,732,101,2EEA,9369D4F,4,12,52182.1,20260128000042,29F8$,,,,,,,,
+RESP:GTFRI,500700,868574042900006,,,10,1,1,0,34,2637.9,-77.267956,1.222525,20260128000042,732,101,2EEA,9369D4F,4,12,52182.1,2806:22:32,,,100,220100,,,,20260128000042,29F9$
+RESP:GTFRI,500700,868574042900006,,,11,1,1,17.2,293,2621.9,-77.268481,1.22233,20260128000106,732,101,2EEA,9369D4F,4,12,52182.2,2806:22:57,,,100,220100,,,,20260128000106,29FA$
+RESP:GTFRI,500700,868574042900006,,,10,1,1,0,317,2616.6,-77.268791,1.222665,20260128000136,732,101,2EEA,9369D4F,4,12,52182.2,2806:23:27,,,100,220100,,,,20260128000139,29FB$
+RESP:GTSTT,500700,868574042900006,,21,0,0,317,2616.6,-77.268791,1.222665,20260128000218,732,101,2EEA,9369D4F,6,210100,12,20260128000220,29FC$,,,,,,,,,,
+RESP:GTFRI,500700,868574042900006,,,10,1,1,0,317,2616.6,-77.268791,1.222665,20260128000236,732,101,2EEA,9369D4F,4,12,52182.2,2806:24:27,,,100,210100,,,,20260128000239,29FD$
+RESP:GTFRI,500700,868574042900006,,,10,1,1,0,317,2616.6,-77.268791,1.222665,20260128000336,732,101,2EEA,9369D4F,4,12,52182.2,2806:25:27,,,100,210100,,,,20260128000339,29FE$
+RESP:GTFRI,500700,868574042900006,,,10,1,1,0,317,2616.6,-77.268791,1.222665,20260128000436,732,101,2EEA,9369D4F,4,12,52182.2,2806:26:27,,,100,210100,,,,20260128000439,29FF$
+RESP:GTFRI,500700,868574042900006,,,10,1,1,0,317,2616.6,-77.268791,1.222665,20260128000536,732,101,2EEA,9369D4F,4,12,52182.2,2806:27:27,,,100,210100,,,,20260128000539,2A00$
+RESP:GTFRI,500700,868574042900006,,,10,1,1,0,317,2616.6,-77.268791,1.222665,20260128000636,732,101,2EEA,9369D4F,4,12,52182.2,2806:28:27,,,100,210100,,,,20260128000640,2A01$
+RESP:GTFRI,500700,868574042900006,,,10,1,1,0,317,2616.6,-77.268791,1.222665,20260128000736,732,101,2EEA,9369D4F,4,12,52182.2,2806:29:27,,,100,210100,,,,20260128000740,2A02$
+RESP:GTFRI,500700,868574042900006,,,10,1,1,0,317,2616.6,-77.268791,1.222665,20260128000836,732,101,2EEA,9369D4F,4,12,52182.2,2806:30:27,,,100,210100,,,,20260128000840,2A03$
+RESP:GTFRI,500700,868574042900006,,,10,1,1,0,317,2616.6,-77.268791,1.222665,20260128000936,732,101,2EEA,9369D4F,4,12,52182.2,2806:31:27,,,100,210100,,,,20260128000940,2A04$
+RESP:GTFRI,500700,868574042900006,,,10,1,1,0,317,2616.6,-77.268791,1.222665,20260128001036,732,101,2EEA,9369D4F,4,12,52182.2,2806:32:27,,,100,210100,,,,20260128001040,2A05$
