GroupName,UnitName,StartTime,MovingTimeSecs,MilesDriven,MaxSpeed,StopTime,textbox43,StopLengthSecs,ContactName,textbox28,textbox29,textbox30,textbox32,MovingTimeSecs_1,MilesDriven_1,MaxSpeed_1,StopLengthSecs_1
,Unidad: FSQ694,1/06/2026 12:00 a.m.,00h:00m:00s,"0,00",0,1/06/2026 4:18:4.m.,Denido/Ralenti,04h:27m:58s,"Cra. 145 #14591 #145, Bogotá, Colombia",46h:25m:05s,"980,70",41,329h:02m:57s,46h:25m:05s,"980,70",41,329h:02m:57s
,Unidad: FSQ694,1/06/2026 4:28 a.m.,00h:02m:42s,"0,39",4,1/06/2026 4:31:4.m.,Ralenti,00h:00m:09s,"Kr145 143b-17, Bogota, Cundinamarca",46h:25m:05s,"980,70",41,329h:02m:57s,46h:25m:05s,"980,70",41,329h:02m:57s
,Unidad: FSQ694,1/06/2026 4:31 a.m.,00h:12m:51s,"3,19",13,1/06/2026 4:44:4.m.,Ralenti/Ign Apagada,00h:17m:11s,"Cl132d 159-20, Bogota, Cundinamarca, Colombia",46h:25m:05s,"980,70",41,329h:02m:57s,46h:25m:05s,"980,70",41,329h:02m:57s
,Unidad: FSQ694,1/06/2026 5:00 a.m.,00h:00m:00s,"0,00",0,1/06/2026 5:00:5.m.,Denido/Ralenti,00h:01m:59s,"Cl132d 159-20, Bogota, Cundinamarca, Colombia",46h:25m:05s,"980,70",41,329h:02m:57s,46h:25m:05s,"980,70",41,329h:02m:57s
,Unidad: FSQ694,1/06/2026 5:03 a.m.,00h:28m:01s,"10,77",32,1/06/2026 5:31:5.m.,Ralenti/Ign Apagada,00h:25m:59s,"Calle 75a #62-2 a 62-98, Bogotá, Bogotá, Colombia",46h:25m:05s,"980,70",41,329h:02m:57s,46h:25m:05s,"980,70",41,329h:02m:57s
,Unidad: FSQ694,1/06/2026 5:56 a.m.,00h:00m:00s,"0,00",0,1/06/2026 5:56:3.m.,Denido/Ralenti,00h:01m:00s,"Calle 75a #62-2 a 62-98, Bogotá, Bogotá, Colombia",46h:25m:05s,"980,70",41,329h:02m:57s,46h:25m:05s,"980,70",41,329h:02m:57s
,Unidad: FSQ694,1/06/2026 5:58 a.m.,00h:00m:28s,"0,10",6,1/06/2026 5:59:0.m.,Ignición Apagada,00h:17m:28s,"Cl75b 61-96, Bogota, Cundinamarca",46h:25m:05s,"980,70",41,329h:02m:57s,46h:25m:05s,"980,70",41,329h:02m:57s
,Unidad: FSQ694,1/06/2026 6:16 a.m.,00h:00m:00s,"0,00",0,1/06/2026 6:16:3.m.,Denido/Ralenti,00h:00m:00s,"Cl75b 61-96, Bogota, Cundinamarca",46h:25m:05s,"980,70",41,329h:02m:57s,46h:25m:05s,"980,70",41,329h:02m:57s
,Unidad: FSQ694,1/06/2026 6:17 a.m.,00h:03m:00s,"0,50",9,1/06/2026 6:20:3.m.,Ralenti,00h:00m:28s,"Via Principal-20, Bogota, Cundinamarca",46h:25m:05s,"980,70",41,329h:02m:57s,46h:25m:05s,"980,70",41,329h:02m:57s
,Unidad: FSQ694,1/06/2026 6:21 a.m.,00h:08m:32s,"3,25",19,1/06/2026 6:29:3.m.,Ralenti,00h:01m:00s,"Kr70 102a-59, Bogota, Cundinamarca",46h:25m:05s,"980,70",41,329h:02m:57s,46h:25m:05s,"980,70",41,329h:02m:57s
,Unidad: FSQ694,1/06/2026 6:30 a.m.,00h:01m:59s,"1,37",12,1/06/2026 6:32:3.m.,Ralenti,00h:01m:00s,"Av Suba 120-33, Bogota, Cundinamarca",46h:25m:05s,"980,70",41,329h:02m:57s,46h:25m:05s,"980,70",41,329h:02m:57s
,Unidad: FSQ694,1/06/2026 6:33 a.m.,00h:11m:01s,"5,78",35,1/06/2026 6:44:3.m.,Ralenti,00h:01m:00s,"Av Suba 104-34, Bogota, Cundinamarca",46h:25m:05s,"980,70",41,329h:02m:57s,46h:25m:05s,"980,70",41,329h:02m:57s
,Unidad: FSQ694,1/06/2026 6:45 a.m.,00h:07m:00s,"2,38",24,1/06/2026 6:52:3.m.,Ralenti,00h:02m:32s,"Tr127 139b-45, Bogota, Cundinamarca",46h:25m:05s,"980,70",41,329h:02m:57s,46h:25m:05s,"980,70",41,329h:02m:57s
