GroupName,UnitName,StartTime,MovingTimeSecs,MilesDriven,MaxSpeed,StopTime,textbox43,StopLengthSecs,ContactName,textbox28,textbox29,textbox30,textbox32,MovingTimeSecs_1,MilesDriven_1,MaxSpeed_1,StopLengthSecs_1
,Unidad: FSQ694,18/06/2026 7:00 p.m.,00h:00m:00s,"0,00",0,19/06/2026 5:11:4.m.,Denido/Ralenti,10h:18m:28s,"Cra. 145 #14591 #145, Bogotá, Colombia",03h:46m:17s,"82,99",45,103h:40m:43s,19h:54m:09s,"456,97",45,289h:12m:35s
,Unidad: FSQ694,19/06/2026 5:19 a.m.,00h:02m:14s,"0,29",9,19/06/2026 5:21:4.m.,Ralenti,00h:01m:01s,"Carrera 145 # 144-1 a 144-99, Bogotá, Cundinamarca, Colombia",03h:46m:17s,"82,99",45,103h:40m:43s,19h:54m:09s,"456,97",45,289h:12m:35s
,Unidad: FSQ694,19/06/2026 5:22 a.m.,00h:09m:59s,"4,23",17,19/06/2026 5:32:4.m.,Ralenti,00h:01m:00s,"Kr104-56, Bogota, Cundinamarca",03h:46m:17s,"82,99",45,103h:40m:43s,19h:54m:09s,"456,97",45,289h:12m:35s
,Unidad: FSQ694,19/06/2026 5:33 a.m.,00h:04m:00s,"2,45",30,19/06/2026 5:37:4.m.,Ralenti,00h:00m:47s,"Kr91-57, Bogota, Cundinamarca",03h:46m:17s,"82,99",45,103h:40m:43s,19h:54m:09s,"456,97",45,289h:12m:35s
,Unidad: FSQ694,19/06/2026 5:38 a.m.,00h:01m:13s,"0,82",45,19/06/2026 5:39:4.m.,Ralenti,00h:01m:00s,"Av Ciudad De Cali 90-73, Bogota, Cundinamarca",03h:46m:17s,"82,99",45,103h:40m:43s,19h:54m:09s,"456,97",45,289h:12m:35s
,Unidad: FSQ694,19/06/2026 5:40 a.m.,00h:08m:59s,"3,40",25,19/06/2026 5:49:4.m.,Ralenti/Ign Apagada,02h:42m:26s,"Cl73 73a-95, Bogota, Cundinamarca, Colombia",03h:46m:17s,"82,99",45,103h:40m:43s,19h:54m:09s,"456,97",45,289h:12m:35s
,Unidad: FSQ694,19/06/2026 8:31 a.m.,00h:00m:00s,"0,00",0,19/06/2026 8:32:0.m.,Denido/Ralenti,03h:42m:05s,"Cl73 73a-95, Bogota, Cundinamarca, Colombia",03h:46m:17s,"82,99",45,103h:40m:43s,19h:54m:09s,"456,97",45,289h:12m:35s
,Unidad: FSQ694,19/06/2026 12:14 p.m.,00h:00m:00s,"0,00",0,19/06/2026 12:14:1.m.,Denido/Ralenti,00h:09m:50s,"Cl73 73a-95, Bogota, Cundinamarca, Colombia",03h:46m:17s,"82,99",45,103h:40m:43s,19h:54m:09s,"456,97",45,289h:12m:35s
,Unidad: FSQ694,19/06/2026 12:21 p.m.,00h:00m:00s,"0,00",0,19/06/2026 12:21:4.m.,Denido/Ralenti,00h:10m:51s,"Cl73 73a-95, Bogota, Cundinamarca, Colombia",03h:46m:17s,"82,99",45,103h:40m:43s,19h:54m:09s,"456,97",45,289h:12m:35s
,Unidad: FSQ694,19/06/2026 12:32 p.m.,00h:00m:00s,"0,00",0,19/06/2026 12:32:3.m.,Denido/Ralenti,00h:02m:02s,"Cl73 73a-95, Bogota, Cundinamarca, Colombia",03h:46m:17s,"82,99",45,103h:40m:43s,19h:54m:09s,"456,97",45,289h:12m:35s
,Unidad: FSQ694,19/06/2026 12:35 p.m.,00h:07m:58s,"2,37",14,19/06/2026 12:43:3.m.,Ralenti,00h:03m:00s,"Av Cl80-22, Bogota, Cundinamarca",03h:46m:17s,"82,99",45,103h:40m:43s,19h:54m:09s,"456,97",45,289h:12m:35s
