Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""SignInMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:82,"Firmware:""V1.0.1.9""",Model:0,ObdBootVersion:null,ObdDataVersion:null,ObdHareware:null,ObdSoftware:null,Platform:null,"Software:""V0.0.0""}]",,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""NetworkInfoMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:68,"AccessTechnology:""CAT-1""","Band:""CAT-1 2""","Date:""2026-06-13T00:52:06Z""","Iccid:""89571017025023249230""","Imsi:""732101725324921""","NetworkOperator:""LaSeleNosLlama""}]",,,,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""SignInMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:83,"Firmware:""V1.0.1.9""",Model:0,ObdBootVersion:null,ObdDataVersion:null,ObdHareware:null,ObdSoftware:null,Platform:null,"Software:""V0.0.0""}]",,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""NetworkInfoMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:69,"AccessTechnology:""CAT-1""","Band:""CAT-1 2""","Date:""2026-06-13T01:35:42Z""","Iccid:""89571017025023249230""","Imsi:""732101725324921""","NetworkOperator:""LaSeleNosLlama""}]",,,,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""SignInMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:84,"Firmware:""V1.0.1.9""",Model:0,ObdBootVersion:null,ObdDataVersion:null,ObdHareware:null,ObdSoftware:null,Platform:null,"Software:""V0.0.0""}]",,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""NetworkInfoMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:70,"AccessTechnology:""CAT-1""","Band:""CAT-1 2""","Date:""2026-06-13T02:18:57Z""","Iccid:""89571017025023249230""","Imsi:""732101725324921""","NetworkOperator:""LaSeleNosLlama""}]",,,,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""SignInMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:88,"Firmware:""V1.0.1.9""",Model:0,ObdBootVersion:null,ObdDataVersion:null,ObdHareware:null,ObdSoftware:null,Platform:null,"Software:""V0.0.0""}]",,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064573636""",SerialNo:51521,Mileage:14017972,"Date:""2026-06-13T03:40:45Z""",IopIgnition:false,Latitude:0.0,Longitude:0.0,Altitude:0.0,ExternalPowerVoltage:12.92,Rpm:-999,Speed:0.0,SatelliteNumber:0,Azimuth:0,BatteryLevel:100,AirInflowTemp:0,AirInput:0,AirPressure:0,CoolingFluidTemp:0,EngineLoad:0,RemainFuelRate:0,AccumulatingFuelConsumption:0,ThrottlePosition:0}],,,,
"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064573636""",SerialNo:51522,Mileage:14017972,"Date:""2026-06-13T07:40:45Z""",IopIgnition:false,Latitude:0.0,Longitude:0.0,Altitude:0.0,ExternalPowerVoltage:12.87,Rpm:-999,Speed:0.0,SatelliteNumber:0,Azimuth:0,BatteryLevel:100,AirInflowTemp:0,AirInput:0,AirPressure:0,CoolingFluidTemp:0,EngineLoad:0,RemainFuelRate:0,AccumulatingFuelConsumption:0,ThrottlePosition:0}],,,,
"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064573636""",SerialNo:51523,Mileage:14017972,"Date:""2026-06-13T11:40:45Z""",IopIgnition:false,Latitude:0.0,Longitude:0.0,Altitude:0.0,ExternalPowerVoltage:12.84,Rpm:-999,Speed:0.0,SatelliteNumber:0,Azimuth:0,BatteryLevel:100,AirInflowTemp:0,AirInput:0,AirPressure:0,CoolingFluidTemp:0,EngineLoad:0,RemainFuelRate:0,AccumulatingFuelConsumption:0,ThrottlePosition:0}],,,,
"[{""Protocol"":""0x2525""","MessageType:""SignInMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:89,"Firmware:""V1.0.1.9""",Model:0,ObdBootVersion:null,ObdDataVersion:null,ObdHareware:null,ObdSoftware:null,Platform:null,"Software:""V0.0.0""}]",,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""NetworkInfoMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:71,"AccessTechnology:""CAT-1""","Band:""CAT-1 28""","Date:""2026-06-13T12:24:48Z""","Iccid:""89571017025023249230""","Imsi:""732101725324921""","NetworkOperator:""LaSeleNosLlama""}]",,,,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""SignInMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:90,"Firmware:""V1.0.1.9""",Model:0,ObdBootVersion:null,ObdDataVersion:null,ObdHareware:null,ObdSoftware:null,Platform:null,"Software:""V0.0.0""}]",,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""NetworkInfoMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:72,"AccessTechnology:""CAT-1""","Band:""CAT-1 28""","Date:""2026-06-13T12:57:05Z""","Iccid:""89571017025023249230""","Imsi:""732101725324921""","NetworkOperator:""LaSeleNosLlama""}]",,,,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""NetworkInfoMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:73,"AccessTechnology:""CAT-1""","Band:""CAT-1 28""","Date:""2026-06-13T12:57:20Z""","Iccid:""89571017025023249230""","Imsi:""732101725324921""","NetworkOperator:""LaSeleNosLlama""}]",,,,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""SignInMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:1,"Firmware:""V1.0.1.9""",Model:0,ObdBootVersion:null,ObdDataVersion:null,ObdHareware:null,ObdSoftware:null,Platform:null,"Software:""V0.0.0""}]",,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""NetworkInfoMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:1,"AccessTechnology:""CAT-1""","Band:""CAT-1 28""","Date:""2026-06-13T13:12:47Z""","Iccid:""89571017025023249230""","Imsi:""732101725324921""","NetworkOperator:""LaSeleNosLlama""}]",,,,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""SignInMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:2,"Firmware:""V1.0.1.9""",Model:0,ObdBootVersion:null,ObdDataVersion:null,ObdHareware:null,ObdSoftware:null,Platform:null,"Software:""V0.0.0""}]",,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""NetworkInfoMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:2,"AccessTechnology:""CAT-1""","Band:""CAT-1 2""","Date:""2026-06-13T13:44:22Z""","Iccid:""89571017025023249230""","Imsi:""732101725324921""","NetworkOperator:""LaSeleNosLlama""}]",,,,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""SignInMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:3,"Firmware:""V1.0.1.9""",Model:0,ObdBootVersion:null,ObdDataVersion:null,ObdHareware:null,ObdSoftware:null,Platform:null,"Software:""V0.0.0""}]",,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""NetworkInfoMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:3,"AccessTechnology:""CAT-1""","Band:""CAT-1 28""","Date:""2026-06-13T14:15:59Z""","Iccid:""89571017025023249230""","Imsi:""732101725324921""","NetworkOperator:""LaSeleNosLlama""}]",,,,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""SignInMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:4,"Firmware:""V1.0.1.9""",Model:0,ObdBootVersion:null,ObdDataVersion:null,ObdHareware:null,ObdSoftware:null,Platform:null,"Software:""V0.0.0""}]",,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""NetworkInfoMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:4,"AccessTechnology:""CAT-1""","Band:""CAT-1 5""","Date:""2026-06-13T15:10:29Z""","Iccid:""89571017025023249230""","Imsi:""732101725324921""","NetworkOperator:""LaSeleNosLlama""}]",,,,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""SignInMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:5,"Firmware:""V1.0.1.9""",Model:0,ObdBootVersion:null,ObdDataVersion:null,ObdHareware:null,ObdSoftware:null,Platform:null,"Software:""V0.0.0""}]",,,,,,,,,,,,,,,,
"[{""Protocol"":""0x2525""","MessageType:""NetworkInfoMessage""",ProtocolHeadType:0,"Imei:""869487064573636""",SerialNo:5,"AccessTechnology:""CAT-1""","Band:""CAT-1 2""","Date:""2026-06-13T15:41:33Z""","Iccid:""89571017025023249230""","Imsi:""732101725324921""","NetworkOperator:""LaSeleNosLlama""}]",,,,,,,,,,,,,,,,,,
