,Message,Message Type,Protocole,IMEI,Serial,Mileage,Date,Ignition,Latitude,Longitude,Altitude,External Power,RPM,Speed,Satellite Number,Azimuth,Bettery level
0,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25930,Mileage:5209774,"Date:""2026-04-16T03:20:30Z""",IopIgnition:false,Latitude:4.7552061080932617,Longitude:-74.116004943847656,Altitude:2557.5,ExternalPowerVoltage:25.66,Rpm:-999,Speed:0.0,SatelliteNumber:15,Azimuth:261,BatteryLevel:100}]
1,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25931,Mileage:5209774,"Date:""2026-04-16T07:20:31Z""",IopIgnition:false,Latitude:4.7552061080932617,Longitude:-74.116004943847656,Altitude:2557.5,ExternalPowerVoltage:25.52,Rpm:-999,Speed:0.0,SatelliteNumber:18,Azimuth:261,BatteryLevel:100}]
2,"[{""Protocol"":""0x2525""","MessageType:""LocationAlarmMessage""",ProtocolHeadType:20,"Imei:""869487064485674""",SerialNo:988,Mileage:5209774,"Date:""2026-04-16T11:07:14Z""",IopIgnition:true,Latitude:4.7552061080932617,Longitude:-74.116004943847656,Altitude:2557.5,ExternalPowerVoltage:25.4,Rpm:-999,Speed:0.0,SatelliteNumber:15,Azimuth:261,OriginalAlarmCode:22}]
3,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25932,Mileage:5209774,"Date:""2026-04-16T11:08:15Z""",IopIgnition:true,Latitude:4.7552061080932617,Longitude:-74.116004943847656,Altitude:2557.5,ExternalPowerVoltage:28.16,Rpm:-999,Speed:0.0,SatelliteNumber:16,Azimuth:261,BatteryLevel:100}]
4,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25933,Mileage:5209774,"Date:""2026-04-16T11:09:15Z""",IopIgnition:true,Latitude:4.7552061080932617,Longitude:-74.116004943847656,Altitude:2557.5,ExternalPowerVoltage:28.17,Rpm:-999,Speed:0.0,SatelliteNumber:17,Azimuth:261,BatteryLevel:100}]
5,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25934,Mileage:5209774,"Date:""2026-04-16T11:10:15Z""",IopIgnition:true,Latitude:4.7552061080932617,Longitude:-74.116004943847656,Altitude:2557.5,ExternalPowerVoltage:28.16,Rpm:-999,Speed:0.0,SatelliteNumber:17,Azimuth:261,BatteryLevel:100}]
6,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25935,Mileage:5209774,"Date:""2026-04-16T11:11:15Z""",IopIgnition:true,Latitude:4.7552061080932617,Longitude:-74.116004943847656,Altitude:2557.5,ExternalPowerVoltage:28.16,Rpm:-999,Speed:0.0,SatelliteNumber:16,Azimuth:261,BatteryLevel:100}]
7,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25936,Mileage:5209823,"Date:""2026-04-16T11:11:59Z""",IopIgnition:true,Latitude:4.7552294731140137,Longitude:-74.116439819335938,Altitude:2558.800048828125,ExternalPowerVoltage:28.16,Rpm:-999,Speed:5.0,SatelliteNumber:17,Azimuth:102,BatteryLevel:100}]
8,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25937,Mileage:5209831,"Date:""2026-04-16T11:13:15Z""",IopIgnition:true,Latitude:4.755218505859375,Longitude:-74.116378784179688,Altitude:2559.5,ExternalPowerVoltage:28.16,Rpm:-999,Speed:0.0,SatelliteNumber:16,Azimuth:113,BatteryLevel:100}]
9,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25938,Mileage:5209831,"Date:""2026-04-16T11:14:15Z""",IopIgnition:true,Latitude:4.755218505859375,Longitude:-74.116378784179688,Altitude:2559.5,ExternalPowerVoltage:28.1,Rpm:-999,Speed:0.0,SatelliteNumber:16,Azimuth:113,BatteryLevel:100}]
10,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25939,Mileage:5209831,"Date:""2026-04-16T11:15:14Z""",IopIgnition:true,Latitude:4.755218505859375,Longitude:-74.116378784179688,Altitude:2559.5,ExternalPowerVoltage:28.06,Rpm:-999,Speed:0.0,SatelliteNumber:16,Azimuth:113,BatteryLevel:100}]
11,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25940,Mileage:5209831,"Date:""2026-04-16T11:16:15Z""",IopIgnition:true,Latitude:4.755218505859375,Longitude:-74.116378784179688,Altitude:2559.5,ExternalPowerVoltage:28.13,Rpm:-999,Speed:0.0,SatelliteNumber:16,Azimuth:113,BatteryLevel:100}]
12,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25941,Mileage:5209831,"Date:""2026-04-16T11:17:15Z""",IopIgnition:true,Latitude:4.755218505859375,Longitude:-74.116378784179688,Altitude:2559.5,ExternalPowerVoltage:28.15,Rpm:-999,Speed:0.0,SatelliteNumber:15,Azimuth:113,BatteryLevel:100}]
13,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25942,Mileage:5209831,"Date:""2026-04-16T11:18:15Z""",IopIgnition:true,Latitude:4.755218505859375,Longitude:-74.116378784179688,Altitude:2559.5,ExternalPowerVoltage:28.14,Rpm:-999,Speed:0.0,SatelliteNumber:16,Azimuth:113,BatteryLevel:100}]
14,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25943,Mileage:5209831,"Date:""2026-04-16T11:19:15Z""",IopIgnition:true,Latitude:4.755218505859375,Longitude:-74.116378784179688,Altitude:2559.5,ExternalPowerVoltage:28.16,Rpm:-999,Speed:0.0,SatelliteNumber:16,Azimuth:113,BatteryLevel:100}]
15,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25944,Mileage:5209831,"Date:""2026-04-16T11:20:15Z""",IopIgnition:true,Latitude:4.755218505859375,Longitude:-74.116378784179688,Altitude:2559.5,ExternalPowerVoltage:28.14,Rpm:-999,Speed:0.0,SatelliteNumber:15,Azimuth:113,BatteryLevel:100}]
16,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25945,Mileage:5209917,"Date:""2026-04-16T11:21:15Z""",IopIgnition:true,Latitude:4.7550044059753418,Longitude:-74.115684509277344,Altitude:2559.5,ExternalPowerVoltage:28.16,Rpm:-999,Speed:8.0,SatelliteNumber:17,Azimuth:163,BatteryLevel:100}]
17,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25946,Mileage:5209917,"Date:""2026-04-16T11:21:15Z""",IopIgnition:true,Latitude:4.7550044059753418,Longitude:-74.115684509277344,Altitude:2559.5,ExternalPowerVoltage:28.16,Rpm:-999,Speed:8.0,SatelliteNumber:17,Azimuth:163,BatteryLevel:100}]
18,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25947,Mileage:5210279,"Date:""2026-04-16T11:23:04Z""",IopIgnition:true,Latitude:4.7518043518066406,Longitude:-74.116081237792969,Altitude:2558.60009765625,ExternalPowerVoltage:28.17,Rpm:-999,Speed:12.0,SatelliteNumber:16,Azimuth:104,BatteryLevel:100}]
19,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25948,Mileage:5210542,"Date:""2026-04-16T11:24:15Z""",IopIgnition:true,Latitude:4.7513408660888672,Longitude:-74.11376953125,Altitude:2560.699951171875,ExternalPowerVoltage:28.08,Rpm:-999,Speed:5.0,SatelliteNumber:15,Azimuth:112,BatteryLevel:100}]
20,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25949,Mileage:5210546,"Date:""2026-04-16T11:24:18Z""",IopIgnition:true,Latitude:4.7513060569763184,Longitude:-74.1137466430664,Altitude:2559.10009765625,ExternalPowerVoltage:28.09,Rpm:-999,Speed:13.0,SatelliteNumber:16,Azimuth:177,BatteryLevel:100}]
21,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25950,Mileage:5210589,"Date:""2026-04-16T11:24:31Z""",IopIgnition:true,Latitude:4.7509622573852539,Longitude:-74.113861083984375,Altitude:2562.60009765625,ExternalPowerVoltage:28.07,Rpm:-999,Speed:12.0,SatelliteNumber:16,Azimuth:124,BatteryLevel:100}]
22,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25951,Mileage:5210623,"Date:""2026-04-16T11:24:39Z""",IopIgnition:true,Latitude:4.750823974609375,Longitude:-74.113601684570313,Altitude:2560.699951171875,ExternalPowerVoltage:28.04,Rpm:-999,Speed:11.0,SatelliteNumber:16,Azimuth:181,BatteryLevel:100}]
23,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25952,Mileage:5210794,"Date:""2026-04-16T11:25:05Z""",IopIgnition:true,Latitude:4.7495346069335938,Longitude:-74.114418029785156,Altitude:2559.699951171875,ExternalPowerVoltage:28.16,Rpm:-999,Speed:16.0,SatelliteNumber:16,Azimuth:228,BatteryLevel:100}]
24,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25953,Mileage:5210978,"Date:""2026-04-16T11:26:15Z""",IopIgnition:true,Latitude:4.7481622695922852,Longitude:-74.115325927734375,Altitude:2562.199951171875,ExternalPowerVoltage:28.13,Rpm:-999,Speed:0.0,SatelliteNumber:15,Azimuth:211,BatteryLevel:100}]
25,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064485674""",SerialNo:25954,Mileage:5210978,"Date:""2026-04-16T11:27:14Z""",IopIgnition:true,Latitude:4.7481622695922852,Longitude:-74.115325927734375,Altitude:2562.199951171875,ExternalPowerVoltage:28.07,Rpm:-999,Speed:0.0,SatelliteNumber:16,Azimuth:211,BatteryLevel:100}]
