,Message,Message Type,Protocole,IMEI,Serial,Mileage,Date,Ignition,Latitude,Longitude,Altitude,External Power,RPM,Speed,Satellite Number,Azimuth,Bettery level
0,"[{""Protocol"":""0x2525""","MessageType:""LocationAlarmMessage""",ProtocolHeadType:20,"Imei:""869487063263668""",SerialNo:828,Mileage:20334681,"Date:""2026-03-01T00:06:08Z""",IopIgnition:true,Latitude:-5.0638670921325684,Longitude:-81.05908203125,Altitude:88.800003051757813,ExternalPowerVoltage:25.63,Rpm:-999,Speed:0.0,SatelliteNumber:14,Azimuth:30,OriginalAlarmCode:22}]
1,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487063263668""",SerialNo:30468,Mileage:20334681,"Date:""2026-03-01T00:07:09Z""",IopIgnition:true,Latitude:-5.0638670921325684,Longitude:-81.05908203125,Altitude:88.800003051757813,ExternalPowerVoltage:27.95,Rpm:-999,Speed:0.0,SatelliteNumber:16,Azimuth:30,BatteryLevel:100}]
2,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487063263668""",SerialNo:30469,Mileage:20334681,"Date:""2026-03-01T00:08:09Z""",IopIgnition:true,Latitude:-5.0638670921325684,Longitude:-81.05908203125,Altitude:88.800003051757813,ExternalPowerVoltage:28.02,Rpm:-999,Speed:0.0,SatelliteNumber:15,Azimuth:30,BatteryLevel:100}]
3,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487063263668""",SerialNo:30470,Mileage:20334681,"Date:""2026-03-01T00:09:09Z""",IopIgnition:true,Latitude:-5.0638670921325684,Longitude:-81.05908203125,Altitude:88.800003051757813,ExternalPowerVoltage:28.03,Rpm:-999,Speed:0.0,SatelliteNumber:16,Azimuth:30,BatteryLevel:100}]
4,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487063263668""",SerialNo:30471,Mileage:20334681,"Date:""2026-03-01T00:10:09Z""",IopIgnition:true,Latitude:-5.0638670921325684,Longitude:-81.05908203125,Altitude:88.800003051757813,ExternalPowerVoltage:28.02,Rpm:-999,Speed:0.0,SatelliteNumber:13,Azimuth:30,BatteryLevel:100}]
5,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487063263668""",SerialNo:30472,Mileage:20334760,"Date:""2026-03-01T00:10:51Z""",IopIgnition:true,Latitude:-5.0631914138793945,Longitude:-81.059288024902344,Altitude:89.0999984741211,ExternalPowerVoltage:28.06,Rpm:-999,Speed:5.0,SatelliteNumber:18,Azimuth:295,BatteryLevel:100}]
6,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487063263668""",SerialNo:30473,Mileage:20334760,"Date:""2026-03-01T00:12:09Z""",IopIgnition:true,Latitude:-5.0631914138793945,Longitude:-81.059288024902344,Altitude:89.0999984741211,ExternalPowerVoltage:28.03,Rpm:-999,Speed:0.0,SatelliteNumber:14,Azimuth:295,BatteryLevel:100}]
7,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487063263668""",SerialNo:30474,Mileage:20334760,"Date:""2026-03-01T00:13:09Z""",IopIgnition:true,Latitude:-5.0631914138793945,Longitude:-81.059288024902344,Altitude:89.0999984741211,ExternalPowerVoltage:28.03,Rpm:-999,Speed:0.0,SatelliteNumber:19,Azimuth:295,BatteryLevel:100}]
8,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487063263668""",SerialNo:30475,Mileage:20334760,"Date:""2026-03-01T00:14:09Z""",IopIgnition:true,Latitude:-5.0631914138793945,Longitude:-81.059288024902344,Altitude:89.0999984741211,ExternalPowerVoltage:28.11,Rpm:-999,Speed:0.0,SatelliteNumber:12,Azimuth:295,BatteryLevel:100}]
9,"[{""Protocol"":""0x2525""","MessageType:""LocationAlarmMessage""",ProtocolHeadType:20,"Imei:""869487063263668""",SerialNo:829,Mileage:20334760,"Date:""2026-03-01T00:14:56Z""",IopIgnition:false,Latitude:-5.0631914138793945,Longitude:-81.059288024902344,Altitude:89.0999984741211,ExternalPowerVoltage:28.14,Rpm:-999,Speed:0.0,SatelliteNumber:13,Azimuth:295,OriginalAlarmCode:23}]
