"Row Id","Sequence #","Account Id","Server Time","Unit Time","Latitude","Longitude","Driver Name","Event Name","Raw Event","GPS Speed","ECU Speed","Address","Landmark ID","Satellites","Distance","HDOP","VDOP","RSSI","Engine Hours","Engine Hours + Off","ECU Engine Hours","ECU Engine Hours + Off","Engine Odometer","Engine Odometer + Off","ECU Engine Odometer","ECU Engine Odometer + Off","Battery Level","Raw Data"
"1773194167000",90,26305,"2026/03/10 20:56:08","2026/03/10 20:56:07",-12.117501258850098,-77.00640869140625,,"Motion Stop","04-23",0,,"Calle H, Lima Metropolitana, Lima, 15048, Perú",,5,"0","",,"",0,0,0,0,11,11,0,0,74,"2727040049005a086948706290919645172603110156075cef144348039ac249e141c1000000ff8008008100741bff39000000455f0330001e000054600000000010f280000000ffd5"
"1773194145000",907,26305,"2026/03/10 20:55:45","2026/03/10 20:55:45",-12.117501258850098,-77.00640869140625,,"Motion","02-M",0,,"Calle H, Lima Metropolitana, Lima, 15048, Perú",,5,"0","",,"",0,0,0,0,11,11,0,0,75,"2727020049038b086948706290919645002603110155455cef144348039ac249e141c1000000ff8008008100751bff39000000455f0334001e000054600000000010f280000000ffd5"
"1773194115000",906,26305,"2026/03/10 20:55:15","2026/03/10 20:55:15",-12.117501258850098,-77.00640869140625,,"Motion","02-M",0,,"Calle H, Lima Metropolitana, Lima, 15048, Perú",,5,"0","",,"",0,0,0,0,11,11,0,0,75,"2727020049038a086948706290919645002603110155155cef144348039ac249e141c1000000ff8008008100751bff39000000455f0374001e000054600000000010f280000000ffd5"
"1773176537000",87,26305,"2026/03/10 16:02:18","2026/03/10 16:02:17",-12.117501258850098,-77.00640869140625,,"Motion Stop","04-23",0,,"Calle H, Lima Metropolitana, Lima, 15048, Perú",,14,"0.6","",,"",0,0,0,0,11,11,0,0,74,"2727040049005708694870629091964e172603102102175cef144348039ac249e141c1000000ff80000000907420ff39000000455f0250001e000054600000000010f280000000ffd5"
"1773176531000",902,26305,"2026/03/10 16:02:13","2026/03/10 16:02:11",-12.117501258850098,-77.00640869140625,,"Motion","02-M",0,,"Calle H, Lima Metropolitana, Lima, 15048, Perú",,14,"0.6","",,"",0,0,0,0,11,11,0,0,74,"2727020049038608694870629091964e002603102102115cef144348039ac249e141c1000000ff80000000907420ff39000000455f0254001e000054600000000010f280000000ffd5"
"1773176501000",901,26305,"2026/03/10 16:01:43","2026/03/10 16:01:41",-12.117280960083008,-77.00606536865234,,"Motion","02-M",0,,"Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0.6","",,"",0,0,0,0,11,11,0,0,74,"2727020049038508694870629091964e00260310210141f0270c431b039ac262e041c1000000a980000000907420ff3900000045330254001e000054600000000010f280000000ffd5"
"1773176470000",900,26305,"2026/03/10 16:01:12","2026/03/10 16:01:10",-12.117280960083008,-77.00606536865234,,"Motion","02-M",0,,"Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,12,"0.6","",,"",0,0,0,0,11,11,0,0,74,"2727020049038408694870629091964c00260310210110f0270c431b039ac262e041c1000000a980000000907420ff3900000045330224001e000054600000000010f280000000ffd5"
"1773176440000",899,26305,"2026/03/10 16:00:43","2026/03/10 16:00:40",-12.117280960083008,-77.00606536865234,,"Motion","02-M",0,,"Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,12,"0.6","",,"",0,0,0,0,11,11,0,0,74,"2727020049038308694870629091964c00260310210040f0270c431b039ac262e041c1000000a980000000907420ff3900000045330294001e000054600000000010f280000000ffd5"
"1773176411000",898,26305,"2026/03/10 16:00:13","2026/03/10 16:00:11",-12.117280960083008,-77.00606536865234,,"Motion","02-M",0,,"Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,12,"0.6","",,"",0,0,0,0,11,11,0,0,74,"2727020049038208694870629091964c00260310210011f0270c431b039ac262e041c1000000a980780500207420ff3900000045330254001e000054600000000010f280000000ffd5"
"1773176380000",897,26305,"2026/03/10 15:59:42","2026/03/10 15:59:40",-12.117280960083008,-77.00606536865234,,"Motion","02-M",0,,"Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,13,"0.6","",,"",0,0,0,0,11,11,0,0,74,"2727020049038108694870629091964d00260310205940f0270c431b039ac262e041c1000000a980780500207420ff39000000453302c4001e000054600000000010f280000000ffd5"
"1773176349000",896,26305,"2026/03/10 15:59:11","2026/03/10 15:59:09",-12.117280960083008,-77.00606536865234,,"Motion","02-M",0,,"Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0.6","",,"",0,0,0,0,11,11,0,0,74,"2727020049038008694870629091964e00260310205909f0270c431b039ac262e041c1000000a980080081007420ff39000000453303e4001e000054600000000010f280000000ffd5"
"1773176318000",895,26305,"2026/03/10 15:58:40","2026/03/10 15:58:38",-12.117280960083008,-77.00606536865234,,"Motion","02-M",0,,"Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0.6","",,"",0,0,0,0,11,11,0,0,74,"2727020049037f08694870629091964e00260310205838f0270c431b039ac262e041c1000000a980080081007420ff39000000453303a4001e000054600000000010f280000000ffd5"
"1773176288000",894,26305,"2026/03/10 15:58:10","2026/03/10 15:58:08",-12.117280960083008,-77.00606536865234,,"Motion","02-M",0,,"Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0.6","",,"",0,0,0,0,11,11,0,0,74,"2727020049037e08694870629091964e00260310205808f0270c431b039ac262e041c1000000a900080181007420ff39000000453303e4001e000054600000000010f280000000ffd5"
"1773176256000",893,26305,"2026/03/10 15:57:39","2026/03/10 15:57:36",-12.117215156555176,-77.00611114501953,,"Motion","02-M",4.35,,"Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0.6","",,"",0,0,0,0,11,11,0,0,74,"2727020049037d08694870629091964e0026031020573633930c4321039ac21de041c10070008b00080181007420ff39000000452a04f4001e000054600000000010f280000000ffd5"
"1773176226000",892,26305,"2026/03/10 15:57:08","2026/03/10 15:57:06",-12.116349220275879,-77.00663757324219,,"Motion","02-M",12.43,,"465 Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0.5","",,"",0,0,0,0,10.9,10.9,0,0,74,"2727020049037c08694870629091964e00260310205706ba69124366039ac291dc41c10200014e80080181007420ff39000000448e03e4001e000054600000000010f280000000ffd5"
"1773176195000",891,26305,"2026/03/10 15:56:40","2026/03/10 15:56:35",-12.11784839630127,-77.00548553466797,,"Motion","02-M",13.67,,"Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,12,"0.4","",,"",0,0,0,0,10.8,10.8,0,0,74,"2727020049037b08694870629091964c0026031020563517b90943cf029ac2b5e241c10220014600180080907420ff3900000043bc0334001e000054600000000010f280000000ffd5"
"1773176164000",890,26305,"2026/03/10 15:56:06","2026/03/10 15:56:04",-12.119209289550781,-77.0046157836914,,"Motion","02-M",14.29,,"Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0.2","",,"",0,0,0,0,10.7,10.7,0,0,74,"2727020049037a08694870629091964e002603102056045c0f07435d029ac248e841c10230014500180080907420ff39000000430804b4001e000054600000000010f280000000ffd5"
"1773176133000",889,26305,"2026/03/10 15:55:35","2026/03/10 15:55:33",-12.11890697479248,-77.00492095947266,,"Motion","02-M",17.4,,"672;658 Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0.1","",,"",0,0,0,0,10.6,10.6,0,0,74,"2727020049037908694870629091964e002603102055335eda0d4385029ac20be741c10280009480080081007420ff39000000426303e4001e000054600000000010f280000000ffd5"
"1773176102000",888,26305,"2026/03/10 15:55:04","2026/03/10 15:55:02",-12.117329597473145,-77.00603485107422,,"Motion","02-M",4.35,,"Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0","",,"",0,0,0,0,10.4,10.4,0,0,75,"2727020049037808694870629091964e00260310205502e13a0f4317039ac295e041c10070008280080081007520ff39000000418d0374001e000054600000000010f280000000ffd5"
"1773176072000",887,26305,"2026/03/10 15:54:34","2026/03/10 15:54:32",-12.117382049560547,-77.00599670410156,,"Motion","02-M",0,,"676 Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,13,"0","",,"",0,0,0,0,10.4,10.4,0,0,74,"2727020049037708694870629091964d002603102054324aac104312039ac2cce041c10000015800080181107420ff3900000041860374001e000054600000000010f280000000ffd5"
"1773176041000",886,26305,"2026/03/10 15:54:03","2026/03/10 15:54:01",-12.117382049560547,-77.00599670410156,,"Motion","02-M",0,,"676 Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0","",,"",0,0,0,0,10.4,10.4,0,0,75,"2727020049037608694870629091964e002603102054014aac104312039ac2cce041c10000015800080080907520ff39000000418603a4001e000054600000000010f280000000ffd5"
"1773176010000",885,26305,"2026/03/10 15:53:32","2026/03/10 15:53:30",-12.117382049560547,-77.00599670410156,,"Motion","02-M",0,,"676 Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0","",,"",0,0,0,0,10.4,10.4,0,0,74,"2727020049037508694870629091964e002603102053304aac104312039ac2cce041c10000015800080081007420ff39000000418603a4001e000054600000000010f280000000ffd5"
"1773175980000",86,26305,"2026/03/10 15:53:01","2026/03/10 15:53:00",-12.117382049560547,-77.00599670410156,,"User Update","04-3",0,,"676 Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0","",,"",0,0,0,0,10.4,10.4,0,0,74,"2727040049005608694870629091964e032603102053004aac104312039ac2cce041c10000015880500080807420ff3900000041860374001e000054600000000010f280000000ffd5"
"1773175961000",884,26305,"2026/03/10 15:52:43","2026/03/10 15:52:41",-12.117382049560547,-77.00599670410156,,"Motion","02-M",0,,"676 Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0","",,"",0,0,0,0,10.4,10.4,0,0,74,"2727020049037408694870629091964e002603102052414aac104312039ac2cce041c10000015800080081007420ff39000000418603a4001e000054600000000010f280000000ffd5"
"1773175930000",883,26305,"2026/03/10 15:52:12","2026/03/10 15:52:10",-12.117382049560547,-77.00599670410156,,"Motion","02-M",0,,"676 Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0","",,"",0,0,0,0,10.4,10.4,0,0,74,"2727020049037308694870629091964e002603102052104aac104312039ac2cce041c1000001580008008100741fff39000000418603a4001e000054600000000010f280000000ffd5"
"1773175900000",882,26305,"2026/03/10 15:51:43","2026/03/10 15:51:40",-12.117382049560547,-77.00599670410156,,"Motion","02-M",0,,"676 Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0","",,"",0,0,0,0,10.4,10.4,0,0,74,"2727020049037208694870629091964e002603102051404aac104312039ac2cce041c1000001580000008100741fff3900000041860374001e000054600000000010f280000000ffd5"
"1773175871000",881,26305,"2026/03/10 15:51:23","2026/03/10 15:51:11",-12.117382049560547,-77.00599670410156,,"Motion","02-M",0,,"676 Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,13,"0","",,"",0,0,0,0,10.4,10.4,0,0,74,"272702004903710869487062909196cd002603102051114aac104312039ac2cce041c1000001580008008090741fff39000000418603a4001e000054600000000010f280000000ffd5"
"1773175841000",880,26305,"2026/03/10 15:51:23","2026/03/10 15:50:41",-12.117382049560547,-77.00599670410156,,"Motion","02-M",0,,"676 Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0","",,"",0,0,0,0,10.4,10.4,0,0,74,"2727020049037008694870629091964e002603102050414aac104312039ac2cce041c1000001580008008100741fff3900000041860374001e000054600000000010f280000000ffd5"
"1773175811000",879,26305,"2026/03/10 15:50:13","2026/03/10 15:50:11",-12.117382049560547,-77.00599670410156,,"Motion","02-M",0,,"676 Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0","",,"",0,0,0,0,10.4,10.4,0,0,75,"2727020049036f08694870629091964e002603102050114aac104312039ac2cce041c1000001580008018100751fff39000000418603a4001e000054600000000010f280000000ffd5"
"1773175781000",878,26305,"2026/03/10 15:49:43","2026/03/10 15:49:41",-12.117382049560547,-77.00599670410156,,"Motion","02-M",0,,"676 Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0","",,"",0,0,0,0,10.4,10.4,0,0,74,"2727020049036e08694870629091964e002603102049414aac104312039ac2cce041c1000001580008008100741fff39000000418603a4001e000054600000000010f280000000ffd5"
"1773175751000",877,26305,"2026/03/10 15:49:13","2026/03/10 15:49:11",-12.117382049560547,-77.00599670410156,,"Motion","02-M",0,,"676 Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0","",,"",0,0,0,0,10.4,10.4,0,0,74,"2727020049036d08694870629091964e002603102049114aac104312039ac2cce041c1000001580008028110741fff3900000041860374001e000054600000000010f280000000ffd5"
"1773175720000",876,26305,"2026/03/10 15:48:42","2026/03/10 15:48:40",-12.117382049560547,-77.00599670410156,,"Motion","02-M",0,,"676 Avenida Principal, Lima Metropolitana, Lima, 15038, Perú",,14,"0","",,"",0,0,0,0,10.4,10.4,0,0,75,"2727020049036c08694870629091964e002603102048404aac104312039ac2cce041c1000001580008008090751fff3900000041860374001e000054600000000010f280000000ffd5"
