,Message,Message Type,Protocole,IMEI,Serial,Mileage,Date,Ignition,Latitude,Longitude,Altitude,External Power,RPM,Speed,Satellite Number,Azimuth,Bettery level
0,"[{""Protocol"":""0x2525""","MessageType:""SignInMessage""",ProtocolHeadType:0,"Imei:""869487064575128""",SerialNo:1,"Firmware:""V1.0.1.8""",Model:0,ObdBootVersion:null,ObdDataVersion:null,ObdHareware:null,ObdSoftware:null,Platform:null,"Software:""V0.0.0""}]",,,,
1,"[{""Protocol"":""0x2525""","MessageType:""NetworkInfoMessage""",ProtocolHeadType:0,"Imei:""869487064575128""",SerialNo:1,"AccessTechnology:""CAT-1""","Band:""CAT-1 28""","Date:""2026-04-24T12:56:52Z""","Iccid:""89571017025023247853""","Imsi:""732101725324783""","NetworkOperator:""LaSeleNosLlama""}]",,,,,,
2,"[{""Protocol"":""0x2525""","MessageType:""LocationAlarmMessage""",ProtocolHeadType:20,"Imei:""869487064575128""",SerialNo:20,Mileage:315280,"Date:""2000-01-01T00:00:09Z""",IopIgnition:true,Latitude:6.1485705375671387,Longitude:-75.642005920410156,Altitude:1724.5999755859375,ExternalPowerVoltage:24.58,Rpm:-999,Speed:0.0,SatelliteNumber:12,Azimuth:0,OriginalAlarmCode:22}]
3,"[{""Protocol"":""0x2525""","MessageType:""LocationAlarmMessage""",ProtocolHeadType:20,"Imei:""869487064575128""",SerialNo:21,Mileage:315280,"Date:""2026-04-24T12:56:53Z""",IopIgnition:true,Latitude:0.0,Longitude:0.0,Altitude:0.0,ExternalPowerVoltage:24.58,Rpm:-999,Speed:0.0,SatelliteNumber:0,Azimuth:0,OriginalAlarmCode:3}]
4,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064575128""",SerialNo:206,Mileage:341616,"Date:""2026-04-24T12:57:53Z""",IopIgnition:true,Latitude:6.3513493537902832,Longitude:-75.519393920898438,Altitude:1496.300048828125,ExternalPowerVoltage:24.81,Rpm:-999,Speed:0.0,SatelliteNumber:8,Azimuth:248,BatteryLevel:10}]
5,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064575128""",SerialNo:207,Mileage:341616,"Date:""2026-04-24T12:58:54Z""",IopIgnition:true,Latitude:6.3513493537902832,Longitude:-75.519393920898438,Altitude:1496.300048828125,ExternalPowerVoltage:24.84,Rpm:-999,Speed:0.0,SatelliteNumber:15,Azimuth:248,BatteryLevel:10}]
6,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064575128""",SerialNo:208,Mileage:341616,"Date:""2026-04-24T12:59:53Z""",IopIgnition:true,Latitude:6.3513493537902832,Longitude:-75.519393920898438,Altitude:1496.300048828125,ExternalPowerVoltage:24.86,Rpm:-999,Speed:0.0,SatelliteNumber:15,Azimuth:248,BatteryLevel:10}]
7,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064575128""",SerialNo:209,Mileage:341616,"Date:""2026-04-24T13:00:54Z""",IopIgnition:true,Latitude:6.3513493537902832,Longitude:-75.519393920898438,Altitude:1496.300048828125,ExternalPowerVoltage:24.86,Rpm:-999,Speed:0.0,SatelliteNumber:17,Azimuth:248,BatteryLevel:10}]
8,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064575128""",SerialNo:210,Mileage:341616,"Date:""2026-04-24T13:01:54Z""",IopIgnition:true,Latitude:6.3513493537902832,Longitude:-75.519393920898438,Altitude:1496.300048828125,ExternalPowerVoltage:24.87,Rpm:-999,Speed:0.0,SatelliteNumber:17,Azimuth:248,BatteryLevel:10}]
9,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064575128""",SerialNo:211,Mileage:341616,"Date:""2026-04-24T13:02:54Z""",IopIgnition:true,Latitude:6.3513493537902832,Longitude:-75.519393920898438,Altitude:1496.300048828125,ExternalPowerVoltage:24.88,Rpm:-999,Speed:0.0,SatelliteNumber:19,Azimuth:248,BatteryLevel:10}]
10,"[{""Protocol"":""0x2525""","MessageType:""LocationInfoMessage""",ProtocolHeadType:19,"Imei:""869487064575128""",SerialNo:212,Mileage:341616,"Date:""2026-04-24T13:03:54Z""",IopIgnition:true,Latitude:6.3513493537902832,Longitude:-75.519393920898438,Altitude:1496.300048828125,ExternalPowerVoltage:24.88,Rpm:-999,Speed:0.0,SatelliteNumber:16,Azimuth:248,BatteryLevel:10}]
