,Server Time,Unit Time,Latitude,Longitude,Sequence #,Event Name
0,2026/03/10 16:02:17,2026/03/10 16:02:15,-12.11742115020752,-77.0061264038086,97,Motion Stop
1,2026/03/10 16:02:03,2026/03/10 16:02:01,-12.11742115020752,-77.0061264038086,1175,Motion
2,2026/03/10 16:01:03,2026/03/10 16:01:01,-12.11742115020752,-77.0061264038086,1174,Motion
3,2026/03/10 16:00:04,2026/03/10 16:00:02,-12.11742115020752,-77.0061264038086,1173,Motion
4,2026/03/10 15:59:04,2026/03/10 15:59:02,-12.11729335784912,-77.00603485107422,1172,Motion
5,2026/03/10 15:58:04,2026/03/10 15:58:02,-12.11729335784912,-77.00603485107422,1171,Motion
6,2026/03/10 15:57:06,2026/03/10 15:57:02,-12.116573333740234,-77.00652313232422,1170,Motion
7,2026/03/10 15:55:04,2026/03/10 15:55:02,-12.117344856262209,-77.00606536865234,1169,Motion
8,2026/03/10 15:54:04,2026/03/10 15:54:02,-12.117307662963867,-77.00601196289062,1167,Motion
10,2026/03/10 15:52:04,2026/03/10 15:52:02,-12.117307662963867,-77.00601196289062,1166,Motion
11,2026/03/10 15:51:04,2026/03/10 15:51:02,-12.117307662963867,-77.00601196289062,1165,Motion
12,2026/03/10 15:50:04,2026/03/10 15:50:02,-12.117307662963867,-77.00601196289062,1164,Motion
13,2026/03/10 15:49:04,2026/03/10 15:49:02,-12.117307662963867,-77.00601196289062,1163,Motion
14,2026/03/10 15:48:04,2026/03/10 15:48:02,-12.117307662963867,-77.00601196289062,1162,Motion
15,2026/03/10 15:47:03,2026/03/10 15:47:01,-12.117307662963867,-77.00601196289062,1161,Motion
16,2026/03/10 15:46:04,2026/03/10 15:46:02,-12.117307662963867,-77.00601196289062,1160,Motion
17,2026/03/10 15:45:04,2026/03/10 15:45:02,-12.117307662963867,-77.00601196289062,1159,Motion
18,2026/03/10 15:44:04,2026/03/10 15:44:02,-12.117307662963867,-77.00601196289062,1158,Motion
19,2026/03/10 15:43:04,2026/03/10 15:43:02,-12.117307662963867,-77.00601196289062,1157,Motion
20,2026/03/10 15:42:04,2026/03/10 15:42:02,-12.117307662963867,-77.00601196289062,1156,Motion
21,2026/03/10 15:41:03,2026/03/10 15:41:01,-12.117307662963867,-77.00601196289062,1155,Motion
22,2026/03/10 15:40:03,2026/03/10 15:40:01,-12.117307662963867,-77.00601196289062,1154,Motion
23,2026/03/10 15:39:04,2026/03/10 15:39:02,-12.117307662963867,-77.00601196289062,1153,Motion
24,2026/03/10 15:38:04,2026/03/10 15:38:02,-12.117307662963867,-77.00601196289062,1152,Motion
25,2026/03/10 15:37:04,2026/03/10 15:37:02,-12.117307662963867,-77.00601196289062,1151,Motion
26,2026/03/10 15:36:04,2026/03/10 15:36:02,-12.117307662963867,-77.00601196289062,1150,Motion
27,2026/03/10 15:35:04,2026/03/10 15:35:02,-12.117307662963867,-77.00601196289062,1149,Motion
28,2026/03/10 15:34:03,2026/03/10 15:34:01,-12.117307662963867,-77.00601196289062,1148,Motion
29,2026/03/10 15:33:03,2026/03/10 15:33:02,-12.117307662963867,-77.00601196289062,1147,Motion
30,2026/03/10 15:32:04,2026/03/10 15:32:02,-12.117307662963867,-77.00601196289062,1146,Motion
31,2026/03/10 15:31:04,2026/03/10 15:31:02,-12.117307662963867,-77.00601196289062,1145,Motion
32,2026/03/10 15:30:04,2026/03/10 15:30:02,-12.117307662963867,-77.00601196289062,1144,Motion
33,2026/03/10 15:29:26,2026/03/10 15:28:39,-12.117307662963867,-77.00601196289062,95,Motion Start
34,2026/03/10 15:26:37,2026/03/10 15:26:35,-12.117609977722168,-77.00617218017578,94,Motion Stop
35,2026/03/10 15:25:48,2026/03/10 15:25:46,-12.117609977722168,-77.00617218017578,1143,Motion
38,2026/03/10 15:23:47,2026/03/10 15:23:23,-12.117609977722168,-77.00617218017578,91,Motion Start
39,2026/03/10 13:32:56,2026/03/10 13:32:51,-12.117236137390137,-77.0062255859375,80,Motion Stop
40,2026/03/10 13:32:10,2026/03/10 13:32:08,-12.117236137390137,-77.0062255859375,1136,Motion
41,2026/03/10 13:30:10,2026/03/10 13:30:08,-12.117310523986816,-77.00606536865234,1134,Motion
42,2026/03/10 13:29:10,2026/03/10 13:29:08,-12.117310523986816,-77.00606536865234,1133,Motion
