Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042946116,,,10,1,1,33.1,21,105.2,-81.717453,12.559921,20260201000011,732,101,3B2E,BBAFE0D,4,12,12817.4,1366:36:27,,,96,220100,,,,20260201000025,C679$
+RESP:GTFRI,500700,868574042946116,,,10,1,1,0,27,100.6,-81.716912,12.561116,20260201000111,732,101,3B2E,BBAFE0D,4,12,12817.5,1366:37:27,,,96,220100,,,,20260201000125,C67A$
+RESP:GTFRI,500700,868574042946116,,,10,1,1,0,27,100.6,-81.716912,12.561116,20260201000211,732,101,3B2E,BBAFE0D,4,12,12817.5,1366:38:27,,,96,220100,,,,20260201000225,C67B$
+RESP:GTFRI,500700,868574042946116,,,10,1,1,0,27,100.6,-81.716912,12.561116,20260201000311,732,101,3B2E,BBAFE0D,4,12,12817.5,1366:39:27,,,96,220100,,,,20260201000325,C67C$
+RESP:GTFRI,500700,868574042946116,,,10,1,1,0,27,100.6,-81.716912,12.561116,20260201000411,732,101,3B2E,BBAFE0D,4,12,12817.5,1366:40:27,,,96,220100,,,,20260201000425,C67D$
+RESP:GTFRI,500700,868574042946116,,,10,1,1,0,27,100.6,-81.716912,12.561116,20260201000511,732,101,3B2E,BBAFE0D,4,12,12817.5,1366:41:27,,,96,220100,,,,20260201000525,C67E$
+RESP:GTFRI,500700,868574042946116,,,11,1,1,25,57,98.6,-81.716875,12.561263,20260201000526,732,101,3B2E,BBAFE0D,4,12,12817.5,1366:41:27,,,96,220100,,,,20260201000526,C67F$
+RESP:GTFRI,500700,868574042946116,,,10,1,1,24.5,11,85.4,-81.715462,12.563884,20260201000611,732,101,3B2E,BBAFE92,4,12,12817.9,1366:42:27,,,96,220100,,,,20260201000625,C680$
+RESP:GTFRI,500700,868574042946116,,,10,1,1,34.7,33,75.7,-81.715094,12.567937,20260201000711,732,101,3B2E,BBAFE92,4,12,12818.4,1366:43:27,,,96,220100,,,,20260201000725,C681$
+RESP:GTFRI,500700,868574042946116,,,10,1,1,28,13,81.7,-81.713194,12.572594,20260201000811,732,101,3B2E,BBAFEAC,4,12,12819,1366:44:27,,,96,220100,,,,20260201000825,C682$
+RESP:GTFRI,500700,868574042946116,,,11,1,1,29.2,50,72.5,-81.712006,12.57458,20260201000841,732,101,3B2E,BBAFEAC,4,12,12819.1,1366:44:42,,,96,220100,,,,20260201000841,C683$
+RESP:GTFRI,500700,868574042946116,,,10,1,1,0,50,73.7,-81.710947,12.575489,20260201000911,732,101,3B2E,BBAFE7B,4,12,12819.3,1366:45:27,,,96,220100,,,,20260201000925,C684$
+RESP:GTFRI,500700,868574042946116,,,10,1,1,27.2,65,64.1,-81.707838,12.576649,20260201001011,732,101,3B2E,BBAFE2A,4,12,12819.7,1366:46:27,,,96,220100,,,,20260201001025,C685$
+RESP:GTFRI,500700,868574042946116,,,10,1,1,21.6,89,19.5,-81.704213,12.57808,20260201001111,732,101,3B2E,BBAFEAA,4,12,12820.1,1366:47:27,,,96,220100,,,,20260201001125,C686$
+RESP:GTSTT,500700,868574042946116,,21,0,0,84,20.8,-81.703675,12.5781,20260201001147,732,101,3B2E,BBAFE2A,6,210100,12,20260201001149,C687$,,,,,,,,,,
+RESP:GTSTT,500700,868574042946116,,22,0,0,84,20.8,-81.703675,12.5781,20260201001220,732,101,3B2E,BBAFE2A,6,220100,12,20260201001221,C688$,,,,,,,,,,
+RESP:GTFRI,500700,868574042946116,,,10,1,1,0,84,20.8,-81.703675,12.5781,20260201001211,732,101,3B2E,BBAFE2A,4,12,12820.1,1366:48:27,,,96,220100,,,,20260201001225,C689$
+RESP:GTFRI,500700,868574042946116,,,10,1,1,0,85,21.2,-81.70144,12.57823,20260201001311,732,101,3B2E,BBAFE2A,4,12,12820.4,1366:49:27,,,96,220100,,,,20260201001325,C68A$
+RESP:GTSTT,500700,868574042946116,,21,0,0,87,24.9,-81.700295,12.578296,20260201001411,732,101,3B2E,BBAFE2A,6,210100,12,20260201001412,C68B$,,,,,,,,,,
