Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTPDP,500700,868574042950704,,20260201001444,5AD1$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,195,81.8,-81.713121,12.572643,20260201004105,732,101,3B2E,BBAFEAC,4,12,10722.9,1225:53:22,,,100,110000,,,,20260201004332,5AD2$
+RESP:GTPDP,500700,868574042950704,,20260201011336,5AD3$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,195,81.8,-81.713121,12.572643,20260201014111,732,101,3B2E,BBAFEAC,4,12,10722.9,1225:53:22,,,100,110000,,,,20260201014342,5AD4$
+RESP:GTPDP,500700,868574042950704,,20260201023856,5AD5$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,195,81.8,-81.713121,12.572643,20260201024127,732,101,3B2E,BBAFEAC,4,12,10722.9,1225:53:22,,,100,110000,,,,20260201024352,5AD6$
+RESP:GTPDP,500700,868574042950704,,20260201031417,5AD7$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,195,81.8,-81.713121,12.572643,20260201034146,732,101,3B2E,BBAFEAC,4,11,10722.9,1225:53:22,,,100,110000,,,,20260201034402,5AD8$
+RESP:GTPDP,500700,868574042950704,,20260201041404,5AD9$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,195,81.8,-81.713121,12.572643,20260201044156,732,101,3B2E,BBAFEAC,4,12,10722.9,1225:53:22,,,100,110000,,,,20260201044411,5ADA$
+RESP:GTPDP,500700,868574042950704,,20260201051414,5ADB$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTPDP,500700,868574042950704,,20260201054422,5ADD$,,,,,,,,,,,,,,,,,,,,,,,,,
+BUFF:GTFRI,500700,868574042950704,,,10,1,1,0,195,81.8,-81.713121,12.572643,20260201054158,732,101,3B2E,BBAFEAC,4,11,10722.9,1225:53:22,,,100,110000,,,,20260201054421,5ADC$
+RESP:GTPDP,500700,868574042950704,,20260201061730,5ADE$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,195,81.8,-81.713121,12.572643,20260201064159,732,101,3B2E,BBAFEAC,4,12,10722.9,1225:53:22,,,100,110000,,,,20260201064431,5ADF$
+RESP:GTPDP,500700,868574042950704,,20260201071433,5AE0$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,195,81.8,-81.713121,12.572643,20260201074303,732,101,3B2E,BBAFEAC,4,12,10722.9,1225:53:22,,,100,110000,,,,20260201074440,5AE1$
+RESP:GTPDP,500700,868574042950704,,20260201081443,5AE2$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,195,81.8,-81.713121,12.572643,20260201084217,732,101,3B2E,BBAFEAC,4,12,10722.9,1225:53:22,,,100,110000,,,,20260201084450,5AE3$
+RESP:GTPDP,500700,868574042950704,,20260201091453,5AE4$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,195,81.8,-81.713121,12.572643,20260201094233,732,101,3B2E,BBAFEAC,4,12,10722.9,1225:53:22,,,100,110000,,,,20260201094459,5AE5$
+RESP:GTPDP,500700,868574042950704,,20260201101502,5AE6$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,195,81.8,-81.713121,12.572643,20260201104248,732,101,3B2E,BBAFEAC,4,12,10722.9,1225:53:22,,,100,110000,,,,20260201104509,5AE7$
+RESP:GTPDP,500700,868574042950704,,20260201111512,5AE8$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,195,81.8,-81.713121,12.572643,20260201114247,732,101,3B2E,BBAFEAC,4,12,10722.9,1225:53:22,,,100,110000,,,,20260201114519,5AE9$
+RESP:GTPDP,500700,868574042950704,,20260201121522,5AEA$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTIGN,500700,868574042950704,,70517,0,0,195,81.8,-81.713121,12.572643,20260201114247,732,101,3B2E,BBAFEAC,6,220100,12,1225:53:22,10722.9,20260201121731,5AEB$,,,,,,,,
+RESP:GTSTT,500700,868574042950704,,22,0,0,195,81.8,-81.713121,12.572643,20260201114247,732,101,3B2E,BBAFEAC,6,220100,12,20260201121731,5AEC$,,,,,,,,,,
+RESP:GTSTT,500700,868574042950704,,21,0,0,195,81.8,-81.713121,12.572643,20260201114247,732,101,3B2E,BBAFEAC,6,210100,11,20260201121800,5AED$,,,,,,,,,,
+RESP:GTIGL,500700,868574042950704,,,1,1,1,0,195,54.9,-81.712909,12.572846,20260201121802,732,101,3B2E,BBAFEAC,4,9,10722.9,20260201121802,5AEE$,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,195,54.9,-81.712909,12.572846,20260201121802,732,101,3B2E,BBAFEAC,4,9,10722.9,1225:53:52,,,100,210100,,,,20260201121802,5AEF$
+RESP:GTSTT,500700,868574042950704,,22,0,0,195,59.1,-81.712925,12.572831,20260201121823,732,101,3B2E,BBAFEAC,6,220100,12,20260201121824,5AF0$,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,195,59.1,-81.712925,12.572831,20260201121856,732,101,3B2E,BBAFEAC,4,12,10722.9,1225:54:47,,,100,220100,,,,20260201121859,5AF1$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,195,59.1,-81.712925,12.572831,20260201121956,732,101,3B2E,BBAFEAC,4,12,10722.9,1225:55:47,,,100,220100,,,,20260201121959,5AF2$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,195,59.1,-81.712925,12.572831,20260201122056,732,101,3B2E,BBAFEAC,4,12,10722.9,1225:56:47,,,100,220100,,,,20260201122059,5AF3$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,195,59.1,-81.712925,12.572831,20260201122156,732,101,3B2E,BBAFEAC,4,12,10722.9,1225:57:47,,,100,220100,,,,20260201122159,5AF4$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,195,59.1,-81.712925,12.572831,20260201122256,732,101,3B2E,BBAFEAC,4,12,10722.9,1225:58:47,,,100,220100,,,,20260201122259,5AF5$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,195,59.1,-81.712925,12.572831,20260201122356,732,101,3B2E,BBAFEAC,4,12,10722.9,1225:59:47,,,100,220100,,,,20260201122359,5AF6$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,17.2,49,62.5,-81.712934,12.572959,20260201122426,732,101,3B2E,BBAFEAC,4,12,10722.9,1226:00:17,,,100,220100,,,,20260201122426,5AF7$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,37.8,50,60,-81.71156,12.574866,20260201122456,732,101,3B2E,BBAFEAC,4,12,10723.1,1226:00:47,,,100,220100,,,,20260201122459,5AF8$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,27,68,61.4,-81.710117,12.575814,20260201122541,732,101,3B2E,BBAFEAC,4,12,10723.3,1226:01:27,,,100,220100,,,,20260201122541,5AF9$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,37.2,75,51.8,-81.708867,12.57617,20260201122556,732,101,3B2E,BBAFEAC,4,12,10723.5,1226:01:47,,,100,220100,,,,20260201122559,5AFA$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,13.8,66,18.1,-81.705143,12.577991,20260201122656,732,101,3B2E,BBAFE2A,4,12,10723.9,1226:02:47,,,100,220100,,,,20260201122659,5AFB$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,5.7,86,15.8,-81.701432,12.578155,20260201122756,732,101,3B2E,BBAFE2A,4,12,10724.3,1226:03:47,,,100,220100,,,,20260201122759,5AFC$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,28.1,50,15.6,-81.698476,12.579618,20260201122856,732,101,3B2E,BBAFE29,4,12,10724.7,1226:04:47,,,100,220100,,,,20260201122859,5AFD$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,32.9,30,17.8,-81.696952,12.581268,20260201122923,732,101,3B2E,BBAFE34,4,12,10725,1226:05:12,,,100,220100,,,,20260201122923,5AFE$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,18.9,23,25.6,-81.696158,12.582891,20260201122956,732,101,3B2E,BBAFE34,4,12,10725.2,1226:05:47,,,100,220100,,,,20260201122959,5AFF$
+RESP:GTSTT,500700,868574042950704,,21,0,0,65,26.6,-81.695381,12.583966,20260201123056,732,101,3B2E,BBAFE34,6,210100,12,20260201123059,5B00$,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,65,26.6,-81.695381,12.583966,20260201123056,732,101,3B2E,BBAFE34,4,12,10725.3,1226:06:47,,,100,210100,,,,20260201123059,5B01$
