,Date,Raw data,Speed,odometer
0,0x252514,0x25251400590B380869487064492787003C38402D000000564800000007000020000000FFFFFFFFFFFFFFFFFFFF17D500ADB1DA942607020055593393C144E13397C29EF8C740000000F303881429FFFFFF00002D0001FFFFFF,0,11383258.0
1,0x252513,0x25251300596B560869487064492787003C38402D0000004F4400000007000020000000FFFFFFFFFFFFFFFFFFFF00D500ADB1DA912607020455043393C144E13397C29EF8C740000000F303871293FFFFFF000024FFFFFFFFFF,0,11383258.0
2,0x252513,0x25251300596B570869487064492787003C38402D000000444400000007000020000000FFFFFFFFFFFFFFFFFFFF00D500ADB1DA902607020855043393C144E13397C29EF8C740000000F303871281FFFFFF000020FFFFFFFFFF,0,11383258.0
3,0x252514,0x25251400590B390869487064492787003C38402D000000444400000007000061000000FFFFFFFFFFFFFFFFFFFF16D500ADB1DA892607020950513393C144E13397C29EF8C740000000F303871274FFFFFF000020FFFFFFFFFF,0,11383258.0
4,0x252514,0x25251400590B3A0869487064492787003C38402D000000564400000007000020000000FFFFFFFFFFFFFFFFFFFF17D500ADB1DA892607020951463393C144E13397C29EF8C740000000F303871427FFFFFF000020FFFFFFFFFF,0,11383258.0
5,0x252513,0x25251300596B580869487064492787003C38402D0000005D4500000007000020000000FFFFFFFFFFFFFFFFFFFF00D500ADB2CC8926070209523666A6BE44233397C2FC05C8401730002A03871328FFFFFF0000210006FFFFFF,173,11383500.0
6,0x252514,0x25251400590B3B0869487064492787003C38402D000000525200000007000061000000FFFFFFFFFFFFFFFFFFFF16D500ADB5CA90260702104748CD7CBE44DB3397C2B9F9C7400000000003871272FFFFFF00001E0000FFFFFF,0,11384266.0
7,0x252513,0x25251300596B590869487064492787003C38402D0000004B5200000007000061000000FFFFFFFFFFFFFFFFFFFF00D500ADB5D8902607021048083353C044D13397C2E0F8C7400050010003871432FFFFFF00001F0000FFFFFF,5,11384280.0
8,0x252513,0x25251300596B5A0869487064492787003C38402D0000004F5300000007000061000000FFFFFFFFFFFFFFFFFFFF00D500ADB5E9902607021048349A99C044C43397C2D2F9C7400090016403871434FFFFFF0000200000FFFFFF,9,11384297.0
9,0x252513,0x25251300596B5B0869487064492787003C38402D0000004B5100000007000061000000FFFFFFFFFFFFFFFFFFFF00D500ADB63B8926070210484800A0C044E03397C25BFFC7400210003403871431FFFFFF0000200000FFFFFF,21,11384379.0
