,Date,Raw data,Speed,odometer
0,0x252513,0x25251300593DC20869487064432114001EFFFF2D0000003A4900000007000020000000FFFFFFFFFFFFFFFFFFFF00D50031841097260713013341CDACC344083497C2F1F9C7400230004103891280FFFFFF00001C0001FFFFFF,23,3245072.0
1,0x252513,0x25251300593DC30869487064432114001EFFFF2D0000003E4C00000007000020000000FFFFFFFFFFFFFFFFFFFF00D50031842B972607130133579AB9C244EC3397C2B8FAC740007000F503891279FFFFFF00001C0001FFFFFF,7,3245099.0
2,0x252513,0x25251300593DC40869487064432114001EFFFF2D0000003E4A00000007000020000000FFFFFFFFFFFFFFFFFFFF00D50031845797260713013636CDECC144B93397C26FFBC7400050003903891281FFFFFF00001C0001FFFFFF,5,3245143.0
3,0x252513,0x25251300593DC50869487064432114001EFFFF2D0000003E4800000007000020000000FFFFFFFFFFFFFFFFFFFF00D50031847D972607130136569AB9C144AF3397C21DFDC740032000ED03891280FFFFFF00001C0001FFFFFF,32,3245181.0
4,0x252513,0x25251300593DC60869487064432114001EFFFF2D0000003A4700000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003184A7972607130137070030C244CA3397C22AFCC7400150003903891279FFFFFF00001D0002FFFFFF,15,3245223.0
5,0x252513,0x25251300593DC70869487064432114001EFFFF2D0000003A4600000007000020000000FFFFFFFFFFFFFFFFFFFF00D50031850D972607130137200020C344BC3397C2C4FCC740087000ED03891279FFFFFF00001D0006FFFFFF,87,3245325.0
6,0x252513,0x25251300593DC80869487064432114001EFFFF2D0000003A4600000007000020000000FFFFFFFFFFFFFFFFFFFF00D500318559972607130137250080C144933397C270FEC7400860003803891274FFFFFF00001D0006FFFFFF,86,3245401.0
7,0x252513,0x25251300593DC90869487064432114001EFFFF2D0000003A4500000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003185BC9726071301373100F0C344C93397C255FCC740129000ED03891275FFFFFF00001E0008FFFFFF,129,3245500.0
8,0x252513,0x25251300593DCA0869487064432114001EFFFF2D0000003E4800000007000020000000FFFFFFFFFFFFFFFFFFFF00D50031867297260713013744CD8CC344EE3397C2BAFAC7400410003903891277FFFFFF00001E0001FFFFFF,41,3245682.0
9,0x252513,0x25251300593DCB0869487064432114001EFFFF2D0000003E4800000007000020000000FFFFFFFFFFFFFFFFFFFF00D500318698972607130137513303C444E13397C246FBC740042000ED03891277FFFFFF00001E0001FFFFFF,42,3245720.0
10,0x252513,0x25251300593DCC0869487064432114001EFFFF2D0000003A4800000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003186C99726071301380000E0C444D13397C2CFFBC7400160003903891277FFFFFF00001E0001FFFFFF,16,3245769.0
11,0x252513,0x25251300593DCD0869487064432114001EFFFF2D0000003A4800000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003186D0972607130138069A79C644D83397C27AFBC740006000ED03891276FFFFFF00001E0001FFFFFF,6,3245776.0
12,0x252513,0x25251300593DCE0869487064432114001EFFFF2D0000003E4B00000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003186D5972607130141016626C444D33397C29FFBC7400080004303891280FFFFFF00001C0001FFFFFF,8,3245781.0
13,0x252513,0x25251300593DCF0869487064432114001EFFFF2D0000003E4800000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003186E0972607130141369A09C244DE3397C2FFFBC740006000F503891279FFFFFF00001C0001FFFFFF,6,3245792.0
14,0x252513,0x25251300593DD00869487064432114001EFFFF2D0000003E4900000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003186E39726071301414000E0C144DB3397C2D5FBC7400200004B03891275FFFFFF00001C0001FFFFFF,20,3245795.0
15,0x252513,0x25251300593DD10869487064432114001EFFFF2D000000374800000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003186F7972607130141499A89C244E33397C22AFBC740010000F203891277FFFFFF00001E0001FFFFFF,10,3245815.0
16,0x252513,0x25251300593DD20869487064432114001EFFFF2D0000003A4800000007000020000000FFFFFFFFFFFFFFFFFFFF00D50031870B9726071301415700B0C244D63397C2B1FBC7400240003E03891275FFFFFF00001E0001FFFFFF,24,3245835.0
17,0x252513,0x25251300593DD30869487064432114001EFFFF2D0000003A4800000007000020000000FFFFFFFFFFFFFFFFFFFF00D500318720972607130142119A79C344E33397C22AFBC740005000F303891276FFFFFF00001E0001FFFFFF,5,3245856.0
18,0x252513,0x25251300593DD40869487064432114001EFFFF2D0000003A4D00000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003187529726071301532933A3C044EF3397C26AFAC7400090003903891280FFFFFF00001C0000FFFFFF,9,3245906.0
19,0x252513,0x25251300593DD50869487064432114001EFFFF2D000000374D00000007000020000000FFFFFFFFFFFFFFFFFFFF00D500318763972607130214046606C344F13397C250FBC7400170016603891280FFFFFF00001B0001FFFFFF,17,3245923.0
20,0x252513,0x25251300593DD60869487064432114001EFFFF2D0000003E4D00000007000020000000FFFFFFFFFFFFFFFFFFFF00D50031877E972607130223426636C344EB3397C2E8FAC7400050004603891280FFFFFF00001B0000FFFFFF,5,3245950.0
21,0x252513,0x25251300593DD70869487064432114001EFFFF2D0000003A4C00000007000020000000FFFFFFFFFFFFFFFFFFFF00D500318782972607130223499A69C344EE3397C2B6FAC740005000FC03891277FFFFFF00001B0000FFFFFF,5,3245954.0
22,0x252513,0x25251300593DD80869487064432114001EFFFF2D0000003A5000000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003187A6972607130239326626C344F03397C263F9C740011000CD03891280FFFFFF00001B0000FFFFFF,11,3245990.0
