,Date,Raw data,Speed,odometer
0,0x252513,0x2525130059A9BE0869487064334989001EFFFF2D000000304800000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003E708B0026071501112433B3BF44173497C2EDF7C740006000D903951314FFFFFF0000230001FFFFFF,6,4092043.0
1,0x252513,0x2525130059A9BF0869487064334989001EFFFF2D0000003A4900000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003E70FD002607150117176676BE44E93397C28BFAC7400050002603951314FFFFFF0000240001FFFFFF,5,4092157.0
2,0x252513,0x2525130059A9C00869487064334989001EFFFF2D000000334A00000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003E714800260715011743CD6CBC44073497C277FBC740001000D703951314FFFFFF0000240001FFFFFF,1,4092232.0
3,0x252513,0x2525130059A9C10869487064334989001EFFFF2D000000374700000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003E716800260715011835CD0CB944E33397C231FCC7400200002B03951314FFFFFF0000230001FFFFFF,20,4092264.0
4,0x252513,0x2525130059A9C20869487064334989001EFFFF2D000000334500000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003E72B2002607150120580080C544B53497C2F5F1C740136000E603951315FFFFFF000023000BFFFFFF,136,4092594.0
5,0x252513,0x2525130059A9C30869487064334989001EFFFF2D000000334500000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003E7452002607150121203303C5441E3597C2D9ECC7400710003203951313FFFFFF000023000BFFFFFF,71,4093010.0
6,0x252513,0x2525130059A9C40869487064334989001EFFFF2D000000334500000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003E7599002607150121423323CD44043497C27EFBC740021000E803951313FFFFFF000023000CFFFFFF,21,4093337.0
7,0x252513,0x2525130059A9C50869487064334989001EFFFF2D000000334500000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003E75B400260715012144CDBCCD44EB3397C2CDFCC7400180002E03951312FFFFFF000025000CFFFFFF,18,4093364.0
8,0x252513,0x2525130059A9C60869487064334989001EFFFF2D000000334500000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003E75F4002607150121490060CE44E53397C22DFDC740028000E603951312FFFFFF000025000CFFFFFF,28,4093428.0
9,0x252513,0x2525130059A9C70869487064334989001EFFFF2D000000334500000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003E76180026071501215600B0CD44063497C27BFBC7400160003503951312FFFFFF000025000CFFFFFF,16,4093464.0
10,0x252513,0x2525130059A9C80869487064334989001EFFFF2D000000334500000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003E762B00260715012159CD7CCD44173497C2A4FAC740030000E703951312FFFFFF000025000CFFFFFF,30,4093483.0
