,Date,Raw data,Speed,odometer
0,0x252513,0x25251300593D560869487064625113003C38402D000000414800000007000020000000FFFFFFFFFFFFFFFFFFFF00D500B7F3F00026071405025633C3BD44CA3397C262F8C7400260009403901247FFFFFF00001D0002FFFFFF,26,12055536.0
1,0x252513,0x25251300593D570869487064625113003C38402D000000414700000007000020000000FFFFFFFFFFFFFFFFFFFF00D500B7F42A0026071405030200A0BE44C93397C207F8C7400370014303901246FFFFFF00001E0002FFFFFF,37,12055594.0
2,0x252513,0x25251300593D580869487064625113003C38402D000000414900000007000020000000FFFFFFFFFFFFFFFFFFFF00D500B7F43700260714050305CD5CBE44C23397C22EF7C7400550009503901244FFFFFF00001E0001FFFFFF,55,12055607.0
3,0x252513,0x25251300593D590869487064625113003C38402D000000444700000007000020000000FFFFFFFFFFFFFFFFFFFF00D500B7F4450026071405030700C0BE44BF3397C2F1F6C7400320014803901243FFFFFF00001E0002FFFFFF,32,12055621.0
4,0x252513,0x25251300593D5A0869487064625113003C38402D000000444600000007000020000000FFFFFFFFFFFFFFFFFFFF00D500B7F505002607140503146626BC44913397C2BEF2C7401580009203901244FFFFFF00001E0004FFFFFF,158,12055813.0
5,0x252513,0x25251300593D5B0869487064625113003C38402D000000444900000007000020000000FFFFFFFFFFFFFFFFFFFF00D500B7F548002607140503460070BE447D3397C23FF1C7400100015503901247FFFFFF00001C0001FFFFFF,10,12055880.0
6,0x252513,0x25251300593D5C0869487064625113003C38402D0000003E4900000007000020000000FFFFFFFFFFFFFFFFFFFF00D500B7F585002607140532449A29B944B23397C227F4C740011000DF03901247FFFFFF00001B0001FFFFFF,11,12055941.0
7,0x252513,0x25251300593D5D0869487064625113003C38402D0000003E4C00000007000020000000FFFFFFFFFFFFFFFFFFFF00D500B7F59E00260714053401CD4CC044CF3397C2A6F4C7400030004503901247FFFFFF00001B0001FFFFFF,3,12055966.0
8,0x252513,0x25251300593D5E0869487064625113003C38402D000000414D00000007000020000000FFFFFFFFFFFFFFFFFFFF00D500B7F5CD002607140542019A69CB44CD3397C222F8C7400010000603901247FFFFFF00001B0000FFFFFF,1,12056013.0
9,0x252513,0x25251300593D5F0869487064625113003C38402D000000414A00000007000020000000FFFFFFFFFFFFFFFFFFFF00D500B7F5F10026071406271933D3BB44A53397C225F7C7400130009103901247FFFFFF00001B0001FFFFFF,13,12056049.0
