,Date,Raw data,Speed,odometer
0,0x252513,0x2525130059347E0869487064581274003C38402D0000004B4B00000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE660800260712050219CD3CBF44CB3397C20AF4C7400130014D03911293FFFFFF0000200001FFFFFF,13,13526536.0
1,0x252513,0x2525130059347F0869487064581274003C38402D0000004B4D00000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE6655002607120504063333BE44F33397C224F9C7400000011703911293FFFFFF0000200000FFFFFF,0,13526613.0
2,0x252513,0x252513005934800869487064581274003C38402D0000004F4B00000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE66CA002607120514116626C344DA3397C224F7C740002000A803911293FFFFFF0000200001FFFFFF,2,13526730.0
3,0x252513,0x252513005934810869487064581274003C38402D000000484D00000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE66E00026071205150866A6C144F03397C2FCF7C7400010011F03911293FFFFFF0000200000FFFFFF,1,13526752.0
4,0x252513,0x252513005934820869487064581274003C38402D0000004F4B00000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE67A3002607120548403353B7441F3497C20E06C8400100015003911293FFFFFF0000200001FFFFFF,10,13526947.0
5,0x252513,0x252513005934830869487064581274003C38402D000000444500000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE67D9002607120551020050C644373497C21606C8400120009D03911292FFFFFF00001F0005FFFFFF,12,13527001.0
6,0x252513,0x252513005934840869487064581274003C38402D000000484500000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE6806002607120551236696C144273497C20803C8400430015503911293FFFFFF0000200009FFFFFF,43,13527046.0
7,0x252513,0x252513005934850869487064581274003C38402D000000484600000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE6843002607120551269A59C444123497C2C1FEC7401020009E03911290FFFFFF0000200005FFFFFF,102,13527107.0
8,0x252513,0x252513005934860869487064581274003C38402D000000444500000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE68DA0026071205513266C6BE44143497C20002C8400770015003911290FFFFFF0000210009FFFFFF,77,13527258.0
9,0x252513,0x252513005934870869487064581274003C38402D000000444500000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE68FD002607120551339A49C344153497C26EFFC7400950009A03911289FFFFFF0000210009FFFFFF,95,13527293.0
10,0x252513,0x252513005934880869487064581274003C38402D000000444600000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE6A30002607120551479A09C044AE3397C267F0C7400180015203911291FFFFFF0000210005FFFFFF,18,13527600.0
11,0x252513,0x252513005934890869487064581274003C38402D0000004F4600000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE6A670026071205515233E3C244CE3397C2BDF3C7400130015503911288FFFFFF0000210005FFFFFF,13,13527655.0
12,0x252513,0x2525130059348A0869487064581274003C38402D0000004FC600000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE6A670026071205515233E3C244CE3397C2BDF3C7400130015503911288FFFFFF0000210005FFFFFF,13,13527655.0
13,0x252513,0x2525130059348B0869487064581274003C38402D000000444600000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE6A95002607120552019A19C444DF3397C217F5C7400230009B03911291FFFFFF0000220005FFFFFF,23,13527701.0
14,0x252513,0x2525130059348C0869487064581274003C38402D000000444600000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE6ABB002607120552073393C044E23397C2DEF7C7400220015203911288FFFFFF0000220005FFFFFF,22,13527739.0
15,0x252513,0x2525130059348D0869487064581274003C38402D000000484600000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE6AE6002607120552136626C144EA3397C2BCF8C740035000A303911288FFFFFF0000220005FFFFFF,35,13527782.0
16,0x252513,0x2525130059348E0869487064581274003C38402D000000484500000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE6B0B00260712055218CDDCBF44E23397C2B8F6C7400230015303911288FFFFFF0000220009FFFFFF,23,13527819.0
17,0x252513,0x2525130059348F0869487064581274003C38402D000000484500000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE6B3C002607120552250040C044E93397C28BF7C7400400009F03911288FFFFFF0000220009FFFFFF,40,13527868.0
18,0x252513,0x252513005934900869487064581274003C38402D000000484700000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE6B4700260712055228CD0CBE44EE3397C244F8C7400250014E03911288FFFFFF0000220001FFFFFF,25,13527879.0
