Created,Message,Status
2026-03-14 16:32:13.773,"11000001,5,4764401254,1,1,1,10,1,0,0,0,0,0,00001111,00000001,OFF,1101000,6,3,0,0,0x00000000,0,0|",0x830547644012540101010A0001000000000000000000000000000000F080160603000000000000000000000000
2026-03-14 16:32:14.244,"11000001,5,4764401254,1,1,1,10,1,0,0,0,0,0,00001111,00000001,OFF,1101001,6,3,0,0,0x00000000,0,0|",0x830547644012540101010A0001000000000000000000000000000000F080960603000000000000000000000000
2026-03-14 16:32:14.720,"11000001,5,4764401254,1,1,1,10,1,0,0,0,0,0,00001111,00000001,OFF,1101001,6,3,0,0,0x00000000,0,0|",0x830547644012540101010A0001000000000000000000000000000000F080960603000000000000000000000000
2026-03-14 16:40:08.331,"11000001,5,4764401254,1,1,1,10,2,1773506407,-8.0995353,-79.0063378,95,0,01010000,11110000,OFF,1101000,5,3,0,12494,0x00000000,0,0|",0x830547644012540101010A000269B58F67FB2C1BE7D0E896EE005F000A0F16050300000000000030CE00000000
2026-03-14 16:58:55.438,"11000001,5,4764401254,1,1,1,4,3,1773507538,1773507538,-8.099583,-79.0064088,6411,2,95,10,00000000,10,-71,11110010,11,OFF,1101000,00000000,0,5,36,fs:3:0x3E01072251081485903E01072254084285CC3E01072254084C85103E01072255085B851D|",0x8305476440125401010104000369B593D269B593D2FB2C1A0AD0E894280000190B00000002005F0A00000AFFB94F0B1600000500243E01072251081485903E01072254084285CC3E01072254084C85103E01072255085B851D
2026-03-14 17:04:15.538,"11000001,5,4764401254,1,1,1,4,4,1773507858,1773507858,-8.0995698,-79.0063575,6872,2,95,9,00000000,10,-73,11110010,12,OFF,1101000,00000000,0,5,36,fs:3:0x3E01072255085F85263E01072256086A857C3E0107225A08A385683E0107224A08A0845B|",0x8305476440125401010104000469B5951269B59512FB2C1A8ED0E8962900001AD800000002005F0900000AFFB74F0C1600000500243E01072255085F85263E01072256086A857C3E0107225A08A385683E0107224A08A0845B
2026-03-14 17:04:49.572,"11000001,5,4764401254,1,1,1,10,5,1773507892,-8.0995711,-79.0063706,95,0,10010000,11110000,ON,1101000,1,3,0,12372,0x00000000,0,0|",0x830547644012540101010A000569B59534FB2C1A81D0E895A6005F00090F170103000000000000305400000000
2026-03-14 17:05:14.594,"11000001,5,4764401254,1,1,1,10,6,1773507917,-8.099573,-79.0063746,95,0,10010000,11110000,ON,0101000,10,3,0,12281,0x00000000,0,0|",0x830547644012540101010A000669B5954DFB2C1A6ED0E8957E005F00090F150A030000000000002FF900000000
2026-03-14 17:05:20.630,"11000001,5,4764401254,1,1,1,10,7,1773507923,-8.0995728,-79.0063725,95,0,10010000,11110000,ON,1101000,11,3,0,12403,0x00000000,0,0|",0x830547644012540101010A000769B59553FB2C1A70D0E89593005F00090F170B03000000000000307300000000
2026-03-14 17:06:10.987,"11000001,5,4764401254,1,1,1,10,8,1773507973,-8.0995671,-79.0063621,95,0,10010000,11110000,OFF,1101000,2,3,0,12342,0x00000000,0,0|",0x830547644012540101010A000869B59585FB2C1AA9D0E895FB005F00090F160203000000000000303600000000
2026-03-14 17:06:55.571,"11000001,5,4764401254,1,1,1,4,9,1773508018,1773508018,-8.0995593,-79.0063491,7036,2,95,9,00000000,10,-71,11110010,12,OFF,1101000,00000000,0,5,36,fs:3:0x3E020720C008088C073E0107224A08A3840E3E020720BD08D08B9F3E0107224C08C984BA|",0x8305476440125401010104000969B595B269B595B2FB2C1AF7D0E8967D00001B7C00000002005F0900000AFFB94F0C1600000500243E020720C008088C073E0107224A08A3840E3E020720BD08D08B9F3E0107224C08C984BA
2026-03-14 17:14:54.748,"11000001,5,4764401254,1,1,1,4,10,1773508493,1773508493,-8.0995675,-79.0063493,7588,0,95,9,00000000,10,-75,11110010,12,OFF,1101100,00000000,0,5,36,fs:3:0x3E020720BC08CF8BE43E020720B308328B6E3E0107221D07DD712E3E020720B208278BF2|",0x8305476440125401010104000A69B5978D69B5978DFB2C1AA5D0E8967B00001DA400000000005F0900000AFFB54F0C3600000500243E020720BC08CF8BE43E020720B308328B6E3E0107221D07DD712E3E020720B208278BF2
2026-03-14 17:15:01.780,"11000001,5,4764401254,1,1,1,10,11,1773508501,-8.0995633,-79.0063496,95,0,10010000,11110000,ON,1101000,1,3,0,12464,0x00000000,0,0|",0x830547644012540101010A000B69B59795FB2C1ACFD0E89678005F00090F17010300000000000030B000000000
2026-03-14 17:15:08.669,"11000001,5,4764401254,1,1,1,4,12,1773508507,1773508507,-8.0995606,-79.0063513,7657,0,95,9,00000000,10,-77,11110010,12,ON,1101000,00000000,0,5,36,fs:3:0x3E0107221E07E971B03E020720B1081D8BB03E0107221F07F7710F3E020720B0080E8B86|",0x8305476440125401010104000C69B5979B69B5979BFB2C1AEAD0E8966700001DE900000000005F0900000AFFB34F0C1700000500243E0107221E07E971B03E020720B1081D8BB03E0107221F07F7710F3E020720B0080E8B86
2026-03-14 17:15:22.763,"11000001,5,4764401254,1,1,1,4,13,1773508521,1773508521,-8.0995591,-79.0063601,7719,2,95,9,00000000,10,-75,11110010,12,ON,1101000,00000000,0,5,36,fs:3:0x3E01072120070572793E020720AF08FF8A273E010721210715721A3E020720AF08F08A3F|",0x8305476440125401010104000D69B597A969B597A9FB2C1AF9D0E8960F00001E2700000002005F0900000AFFB54F0C1700000500243E01072120070572793E020720AF08FF8A273E010721210715721A3E020720AF08F08A3F
2026-03-14 17:15:36.741,"11000001,5,4764401254,1,1,1,4,14,1773508535,1773508535,-8.09956,-79.0063621,7718,0,95,9,00000000,10,-85,11110010,12,ON,1101000,00000000,0,5,36,fs:3:0x3E01072222072572F13E020720AE08E18A983E01072223073472563E020720AD08D28A68|",0x8305476440125401010104000E69B597B769B597B7FB2C1AF0D0E895FB00001E2600000000005F0900000AFFAB4F0C1700000500243E01072222072572F13E020720AE08E18A983E01072223073472563E020720AD08D28A68
2026-03-14 17:15:50.741,"11000001,5,4764401254,1,1,1,4,15,1773508549,1773508549,-8.0995598,-79.0063623,7690,11,95,9,00000000,10,-81,11110010,12,ON,1101000,00000000,0,5,36,fs:3:0x3E01072124074272823E020720AB08B68A003E010722250750723E3E020720AA08A58A36|",0x8305476440125401010104000F69B597C569B597C5FB2C1AF2D0E895F900001E0A0000000B005F0900000AFFAF4F0C1700000500243E01072124074272823E020720AB08B68A003E010722250750723E3E020720AA08A58A36
