ID,Owner,Unit ID,Unit,Peripherals,BillingPeriod,Reporting Status,Show Until,Billing Group,Last Event Date,Monthly Fee,Bill To,Assigned To,Linked Mode,Paired GPS,Paired Camera,Billable,RMA,Unit Type,IMEI,Serial Number,Phone Number,Carrier,SIM #,VIN,License Plate,Static IP,Event,Last Contact On,Min,Server IP,Server Port,Last Event Address,Modem,Inv #,Status,Last Service Paid Until,Service Paid Until,Assigned to Company,IFTA,History Months,Comments,Warranty Expires,Script,JBOX Profile,Contract Type,Subscription,Firmware
1111996,Renting,1BGT,WTO883,,Monthly,,,,2/25/2026,114000,ESTARTER TECHNOLOGY SAS,ESTARTER TECHNOLOGY SAS,0,,,Y,N,Topfly PioneerX,869487064476624,PioneerX100-1BGT,9103402496,Claro CO,8957101702405203379,,,,Idle - Stop,2/25/2026,0,3.231.161.53,10620,"Cl40cs 39-45, Envigado, Antioquia, Colombia, . . ",LTE,--,Active,1/15/2026 12:00:00 AM,2/13/2026 12:00:00 AM,1/15/2026 12:43:15 PM,N,3,,8/14/2026 12:00:00 AM,,,,,
1014016,Renting,T924,WNX079,,Monthly,,,,2/25/2026,39000,,ESTARTER TECHNOLOGY SAS,0,,,Y,N,Queclink GV55W,868574042736343,S2-M007693-12G6,9103393719,Claro CO,89571015018108477117,,,,Drive,2/25/2026,0,3.231.161.53,10613,"Kr11 64-77, Bogota, Cundinamarca, . ",3G,189707,Active,12/6/2025 12:00:00 AM,12/5/2026 12:00:00 AM,12/12/2025 12:54:39 PM,N,3,,9/9/2012 12:00:00 AM,,,,,
1113742,Renting,1CTB,WHS419,,Monthly,,,,2/25/2026,39000,,ESTARTER TECHNOLOGY SAS,0,,,Y,N,Queclink GV55W,868574042933437,S2-M007693-1CTB,9103441114,Claro CO,89571017024093101165,,,,Parked,2/25/2026,0,3.231.161.53,10613,"Carrera 107 # 78C-1 a 78C-99, Bogotá, Cundinamarca, Colombia, . ",3G,--,Active,12/12/2025 12:00:00 AM,1/10/2026 12:00:00 AM,12/12/2025 12:07:43 PM,N,3,,10/6/2026 12:00:00 AM,,,,,
1113558,Renting,1COA,WHO412,,Monthly,,,,2/25/2026,114000,,ESTARTER TECHNOLOGY SAS,0,,,Y,N,Topfly PioneerX,869487064500522,Pioneerx100-1COA,9103546122,Claro CO,8957101702507211340,,,,Drive,2/25/2026,0,3.231.161.53,10620,"Kr78c 69ds-60, Bogota, Cundinamarca, . ",LTE,--,Active,12/22/2025 12:00:00 AM,1/20/2026 12:00:00 AM,12/22/2025 2:59:28 PM,N,3,,10/6/2026 12:00:00 AM,,,,,
1113751,Renting,1CTK,TSP134,,Monthly,,,,2/25/2026,114000,,ESTARTER TECHNOLOGY SAS,0,,,Y,N,Topfly PioneerX,869487064506990,Pioneerx100-1CTK,9103407450,Claro CO,8957101702405203402,,,,Ignition OFF,2/25/2026,0,3.231.161.53,10620,"Cra. 101a #130d36, Bogotá, Colombia, . 111221",LTE,--,Active,12/22/2025 12:00:00 AM,1/20/2026 12:00:00 AM,12/22/2025 4:32:35 PM,N,3,,10/6/2026 12:00:00 AM,,,,,
1113630,Renting,1CQA,TSN227,,Monthly,,,,2/25/2026,39000,,ESTARTER TECHNOLOGY SAS,0,,,Y,N,Queclink GV55W,868574042433750,S2-M007693-1CQA,9103428612,Claro CO,8957101602303735621,,TSN227,,Ignition OFF,2/25/2026,0,3.231.161.53,10613,"Cl150a 53a-50, Bogota, Cundinamarca, . ",3G,--,Active,12/12/2025 12:00:00 AM,1/10/2026 12:00:00 AM,12/12/2025 3:25:32 PM,N,3,,10/6/2026 12:00:00 AM,,,,,
1115763,Renting,1EDG,TSI203,,Monthly,,,,2/25/2026,114000,,ESTARTER TECHNOLOGY SAS,0,,,Y,N,Topfly PioneerX,869487064364168,Pioneerx100-1EDG,9103257938,Claro CO,8957101702502325306,,,,Ignition OFF,2/25/2026,0,3.231.161.53,10620,"Cl40cs 39-61, Envigado, Antioquia, Colombia, . . ",LTE,--,Active,2/11/2026 12:00:00 AM,3/12/2026 12:00:00 AM,2/11/2026 12:04:27 PM,N,3,,1/24/2027 12:00:00 AM,,,,,
1113623,Renting,1CQ3,TMU460,,Monthly,,,,2/25/2026,39000,,ESTARTER TECHNOLOGY SAS,0,,,Y,N,Topfly PioneerX,869487064427247,Pioneerx100-1CQ3,9103402469,Claro CO,8957101702405203371,,,,Ignition OFF,2/25/2026,0,3.231.161.53,10620,"K8 6-28, Medellin, Antioquia, Colombia, . . ",LTE,--,Active,12/6/2025 12:00:00 AM,1/4/2026 12:00:00 AM,12/6/2025 2:14:10 PM,N,3,,10/6/2026 12:00:00 AM,,,,,
1113906,Renting,1CXV,THY242,,Monthly,,,,2/25/2026,114000,,ESTARTER TECHNOLOGY SAS,0,,,Y,N,Topfly PioneerX,869487064500738,Pioneerx100-1CXV,9103432360,Claro CO,8957101702502304112,,,,Drive,2/25/2026,0,3.231.161.53,10620,"Dg44s 77y-13, Bogota, Cundinamarca, . ",LTE,--,Active,12/22/2025 12:00:00 AM,1/20/2026 12:00:00 AM,12/22/2025 4:31:45 PM,N,3,,10/6/2026 12:00:00 AM,,,,,
1115547,Renting,1E7G,TGV942,,Monthly,,,,2/25/2026,114000,,ESTARTER TECHNOLOGY SAS,0,,,Y,N,Topfly PioneerX,869487064363970,Pioneerx100-1E7G,9103257953,Claro CO,8957101702502325312,,,,Idle - Stop,2/25/2026,0,3.231.161.53,10620,"Km 20 de la vía Via Medellín - La Ceja, , Antioquia, Colombia, . . ",LTE,--,Active,12/6/2025 12:00:00 AM,12/5/2026 12:00:00 AM,2/21/2026 5:41:05 PM,N,3,,1/24/2027 12:00:00 AM,,,,,
1115643,Renting,1EA4,STZ716,,Monthly,,,,2/25/2026,114000,,ESTARTER TECHNOLOGY SAS,0,,,Y,N,Topfly PioneerX,869487064449084,Pioneerx100-1EA4,9103257969,Claro CO,8957101702502325318,,,,Ignition OFF,2/25/2026,0,3.231.161.53,10620,"Kr65 72-87, Medellin, Antioquia, . ",LTE,--,Active,2/11/2026 12:00:00 AM,3/12/2026 12:00:00 AM,2/11/2026 10:40:39 AM,N,3,,1/24/2027 12:00:00 AM,,,,,
