Created,Message,Status
2026-03-14 00:02:05.495,"11000001,5,4764429186,1,1,1,4,15514,1773446549,1773446549,-12.5201433,-76.7205561,5016,2,75,13,01000000,10,-63,11110010,7,OFF,1101000,00000000,0,5,36,fs:3:0xEC3E01071DE503523E063E01071CE503543E613E01071CE503563EF03E01071CE503573E|",0x83054764429186010101043C9A69B4A59569B4A595F88993E7D2455F470000139800000002004B0D02000AFFC14F07160000050024EC3E01071DE503523E063E01071CE503543E613E01071CE503563EF03E01071CE503573E
2026-03-14 00:07:47.962,"11000001,5,4764429186,1,1,1,4,15515,1773446869,1773446869,-12.5201201,-76.7205395,4860,0,31,13,01000000,10,-63,11110010,7,OFF,1101000,00000000,0,5,36,fs:3:0x343E01071CE503583E2C3E01071CE503593EE83E01071CE5035B3E793E01071CE5035D3E|",0x83054764429186010101043C9B69B4A6D569B4A6D5F88994CFD2455FED000012FC00000000001F0D02000AFFC14F07160000050024343E01071CE503583E2C3E01071CE503593EE83E01071CE5035B3E793E01071CE5035D3E
2026-03-14 00:13:10.331,"11000001,5,4764429186,1,1,1,4,15516,1773447189,1773447189,-12.5201303,-76.720549,4882,2,31,13,01000000,10,-61,11110010,7,OFF,1101000,00000000,0,5,36,fs:3:0xD33E01071CE5035E3E863E01071CE603603EFF3E01071CE603613E3B3E01071BE603633E|",0x83054764429186010101043C9C69B4A81569B4A815F8899469D2455F8E0000131200000002001F0D02000AFFC34F07160000050024D33E01071CE5035E3E863E01071CE603603EFF3E01071CE603613E3B3E01071BE603633E
2026-03-14 00:18:30.564,"11000001,5,4764429186,1,1,1,4,15517,1773447510,1773447510,-12.5201321,-76.7205455,5653,2,31,13,01000000,10,-61,11110010,7,OFF,1101000,00000000,0,5,36,fs:3:0xFB3E01071BE603653E513E01071BE603653E513E01071BE603673EC03E01071BE603683E|",0x83054764429186010101043C9D69B4A95669B4A956F8899457D2455FB10000161500000002001F0D02000AFFC34F07160000050024FB3E01071BE603653E513E01071BE603653E513E01071BE603673EC03E01071BE603683E
2026-03-14 00:23:48.065,"11000001,5,4764429186,1,1,1,4,15518,1773447830,1773447830,-12.5201193,-76.7205656,6257,2,31,11,01000000,10,-63,11110010,8,OFF,1101000,00000000,0,5,36,fs:3:0xD83E01071BE603693E1C3E01071BE6036A3E493E01071BE6036C3EE33E01071BE6036D3E|",0x83054764429186010101043C9E69B4AA9669B4AA96F88994D7D2455EE80000187100000002001F0B02000AFFC14F08160000050024D83E01071BE603693E1C3E01071BE6036A3E493E01071BE6036C3EE33E01071BE6036D3E
2026-03-14 00:28:45.698,"11000001,5,4764429186,1,1,1,4,15519,1773448150,1773448150,-12.5200753,-76.7205423,7316,16,30,12,01000000,10,-63,11110010,7,OFF,1101000,00000000,0,5,36,fs:3:0x273E01071BE6036E3E723E01071BE703703ECD3E01071BE703713E093E01071BE703723E|",0x83054764429186010101043C9F69B4ABD669B4ABD6F889968FD2455FD100001C9400000010001E0C02000AFFC14F07160000050024273E01071BE6036E3E723E01071BE703703ECD3E01071BE703713E093E01071BE703723E
2026-03-14 00:34:30.750,"11000001,5,4764429186,1,1,1,4,15520,1773448470,1773448470,-12.5201358,-76.7205416,5817,0,34,11,01000000,10,-63,11110010,8,OFF,1101000,00000000,0,5,36,fs:3:0x5C3E01071BE703733E983E01071BE703753E323E01071BE703763E673E01071BE703773E|",0x83054764429186010101043CA069B4AD1669B4AD16F8899432D2455FD8000016B90000000000220B02000AFFC14F081600000500245C3E01071BE703733E983E01071BE703753E323E01071BE703763E673E01071BE703773E
2026-03-14 00:39:25.764,"11000001,5,4764429186,1,1,1,4,15521,1773448790,1773448790,-12.5201581,-76.7205421,5243,2,34,11,01000000,10,-63,11110010,8,OFF,1101000,00000000,0,5,36,fs:3:0xA33E01071BE703773EA33E01071BE703783EBB3E01071BE703783EBB3E01071BE7037A3E|",0x83054764429186010101043CA169B4AE5669B4AE56F8899353D2455FD30000147B0000000200220B02000AFFC14F08160000050024A33E01071BE703773EA33E01071BE703783EBB3E01071BE703783EBB3E01071BE7037A3E
2026-03-14 00:45:10.434,"11000001,5,4764429186,1,1,1,4,15522,1773449110,1773449110,-12.5201525,-76.7205456,5029,2,34,9,01000000,10,-65,11110010,8,OFF,1101000,00000000,0,5,36,fs:3:0x2A3E01071BE7037B3EEE3E01071BE7037C3E803E01071BE7037C3E803E01071BE7037D3E|",0x83054764429186010101043CA269B4AF9669B4AF96F889938BD2455FB0000013A50000000200220902000AFFBF4F081600000500242A3E01071BE7037B3EEE3E01071BE7037C3E803E01071BE7037C3E803E01071BE7037D3E
2026-03-14 00:50:28.165,"11000001,5,4764429186,1,1,1,4,15523,1773449430,1773449430,-12.5201716,-76.7205403,5111,2,34,12,01000000,10,-63,11110010,7,OFF,1101000,00000000,0,5,36,fs:3:0x443E01071BE7037E3E113E01071BE7037E3E113E01071BE803803ECE3E01071BE803803E|",0x83054764429186010101043CA369B4B0D669B4B0D6F88992CCD2455FE5000013F70000000200220C02000AFFC14F07160000050024443E01071BE7037E3E113E01071BE7037E3E113E01071BE803803ECE3E01071BE803803E
